jahr,klasse_ch,projekttyp,forschungsstaette,finanzquelle,finanzbeitrag
2019,2,"PD","ETHZ","BFE",1760292.00
2019,2,"PD","ETHZ","ETH-Rat",651521.00
2019,2,"PD","FHNW","Kantone",3820.00
2019,2,"PD","FHO","Andere Bund",50000.00
2019,2,"PD","FHO","BFE",53813.00
2019,2,"PD","FHO","EU",92331.00
2019,2,"PD","FHO","Kantone",51676.14
2019,2,"PD","FHZ","EU",23966.00
2019,2,"PD","FHZ","Kantone",22720.46
2019,2,"PD","HES-SO","Andere Bund",110630.00
2019,2,"PD","HES-SO","BFE",105000.00
2019,2,"PD","HES-SO","EU",90051.00
2019,2,"PD","HES-SO","Kantone",329629.53
2019,2,"PD","Kanton","BFE",1550000.00
2019,2,"PD","Kanton","Kantone",143750.00
2019,2,"PD","PSI","BFE",400000.00
2019,2,"PD","PSI","ETH-Rat",2948000.00
2019,2,"PD","Privat","Andere Bund",15000.00
2019,2,"PD","Privat","BFE",3571110.00
2019,2,"PD","Privat","EU",3486338.00
2019,2,"PD","Privat","Kantone",151632.00
2019,2,"PD","Privat","SBFI",1676092.00
2019,2,"PD","SUPSI","EU",546335.00
2019,2,"PD","SUPSI","Kantone",121085.89
2019,2,"PD","WSL","ETH-Rat",28350.00
2019,2,"PD","ZFH","BFE",25000.00
2019,2,"PD","ZFH","Kantone",5744.00
2019,3,"FE","Ausland","ENSI",395063.00
2019,3,"FE","Ausland","EU",5109.00
2019,3,"FE","Bund","BFE",7839.14
2019,3,"FE","Bund","ENSI",593000.00
2019,3,"FE","Bund","EU",7256.00
2019,3,"FE","Bund","SBFI",28350.33
2019,3,"FE","Bund","SNF",15081.96
2019,3,"FE","EAWAG","BFE",95000.00
2019,3,"FE","EAWAG","ETH-Rat",302100.00
2019,3,"FE","EMPA","ETH-Rat",45486.65
2019,3,"FE","EMPA","SBFI",23815.00
2019,3,"FE","EPFL","ETH-Rat",16459087.29
2019,3,"FE","EPFL","EU",9549344.00
2019,3,"FE","EPFL","SBFI",1776336.00
2019,3,"FE","EPFL","SNF",1431563.00
2019,3,"FE","ETHZ","ENSI",240000.00
2019,3,"FE","ETHZ","ETH-Rat",1266994.63
2019,3,"FE","ETHZ","SBFI",72847.00
2019,3,"FE","PSI","ENSI",1163237.00
2019,3,"FE","PSI","ETH-Rat",14476947.00
2019,3,"FE","PSI","EU",891259.00
2019,3,"FE","PSI","SBFI",365468.00
2019,3,"FE","PSI","SNF",296132.85
2019,3,"FE","Privat","EU",272325.00
2019,3,"FE","Privat","SBFI",429592.00
2019,3,"FE","UniBE","Kantone",136279.60
2019,3,"FE","UniBE","SBFI",61879.00
2019,3,"FE","UniBS","EU",80000.00
2019,3,"FE","UniBS","INNOSUISSE",24000.00
2019,3,"FE","UniBS","Kantone",228664.00
2019,3,"FE","UniBS","SBFI",110000.00
2019,3,"FE","UniBS","SNF",24000.00
2019,3,"FE","UniGE","EU",93940.00
2019,3,"FE","UniGE","Kantone",163845.01
2019,3,"FE","UniLS","Kantone",266225.15
2019,3,"FE","UniLS","SNF",94844.13
2019,3,"FE","UniZH","ENSI",60500.00
2019,3,"FE","UniZH","EU",39092.00
2019,3,"FE","UniZH","Kantone",250129.30
2019,4,"FE","Ausland","BFE",167257.00
2019,4,"FE","Bund","Andere Bund",53685.99
2019,4,"FE","Bund","BFE",175335.01
2019,4,"FE","Bund","INNOSUISSE",384851.86
2019,4,"FE","Bund","SBFI",7037.38
2019,4,"FE","Bund","SNF",132499.64
2019,4,"FE","EMPA","ETH-Rat",134064.81
2019,4,"FE","EMPA","EU",70191.00
2019,4,"FE","EPFL","BFE",110000.00
2019,4,"FE","EPFL","EU",83903.00
2019,4,"FE","EPFL","INNOSUISSE",59651.00
2019,4,"FE","EPFL","SBFI",193899.00
2019,4,"FE","EPFL","SNF",584952.42
2019,4,"FE","ETHZ","BFE",605000.00
2019,4,"FE","ETHZ","ETH-Rat",4061870.85
2019,4,"FE","ETHZ","EU",549209.00
2019,4,"FE","ETHZ","INNOSUISSE",870961.00
2019,4,"FE","ETHZ","SBFI",105691.00
2019,4,"FE","ETHZ","SNF",568760.39
2019,4,"FE","FHZ","EU",67486.00
2019,4,"FE","FHZ","Kantone",112176.19
2019,4,"FE","HES-SO","BFE",57480.00
2019,4,"FE","HES-SO","EU",29639.00
2019,4,"FE","HES-SO","INNOSUISSE",120217.00
2019,4,"FE","HES-SO","Kantone",800224.59
2019,4,"FE","PSI","BFE",208284.00
2019,4,"FE","PSI","ETH-Rat",1008214.00
2019,4,"FE","PSI","EU",76174.00
2019,4,"FE","PSI","SNF",248087.50
2019,4,"FE","Privat","BFE",221186.00
2019,4,"FE","Privat","EU",1079528.00
2019,4,"FE","Privat","SNF",350807.99
2019,4,"FE","SUPSI","BFE",32503.00
2019,4,"FE","SUPSI","Kantone",81306.66
2019,4,"FE","SUPSI","SNF",110566.74
2019,4,"FE","UniBE","Kantone",203656.33
2019,4,"FE","UniBE","SNF",102451.77
2019,4,"FE","UniBS","BFE",100000.00
2019,4,"FE","UniBS","INNOSUISSE",994316.00
2019,4,"FE","UniBS","Kantone",1834448.41
2019,4,"FE","UniBS","SNF",108826.23
2019,4,"FE","UniFR","Kantone",449344.61
2019,4,"FE","UniFR","SNF",149824.78
2019,4,"FE","UniGE","BFE",85000.00
2019,4,"FE","UniGE","EU",75746.00
2019,4,"FE","UniGE","INNOSUISSE",369756.00
2019,4,"FE","UniGE","Kantone",2991632.16
2019,4,"FE","UniGE","SBFI",102432.00
2019,4,"FE","UniGE","SNF",347689.34
2019,4,"FE","UniLS","EU",51886.00
2019,4,"FE","UniLS","Kantone",2384452.55
2019,4,"FE","UniLS","SBFI",119863.00
2019,4,"FE","UniLS","SNF",280347.79
2019,4,"FE","UniLU","INNOSUISSE",296621.00
2019,4,"FE","UniLU","Kantone",1399254.96
2019,4,"FE","UniLU","SNF",256850.29
2019,4,"FE","UniNE","BFE",60000.00
2019,4,"FE","UniNE","INNOSUISSE",307137.00
2019,4,"FE","UniNE","Kantone",1242431.07
2019,4,"FE","UniNE","SNF",165014.42
2019,4,"FE","UniSG","INNOSUISSE",841501.00
2019,4,"FE","UniSG","Kantone",1839548.63
2019,4,"FE","UniSG","SNF",149854.89
2019,4,"FE","WSL","ETH-Rat",23478.84
2019,4,"FE","WSL","SNF",9702.00
2019,4,"FE","ZFH","BFE",159450.00
2019,4,"FE","ZFH","EU",81386.00
2019,4,"FE","ZFH","INNOSUISSE",874877.00
2019,4,"FE","ZFH","Kantone",1926023.51
2019,4,"PD","EMPA","ETH-Rat",37634.64
2019,4,"PD","EMPA","EU",19704.00
2019,4,"PD","ETHZ","ETH-Rat",143273.56
2019,4,"PD","ETHZ","EU",78175.00
2019,4,"PD","HES-SO","Kantone",9880.00
2019,4,"PD","PSI","ETH-Rat",327707.00
2019,4,"PD","PSI","EU",27707.00
2019,4,"PD","Privat","Andere Bund",2250000.00
2019,4,"PD","Privat","BFE",318667.00
2019,4,"PD","Privat","EU",98326.00
2019,4,"PD","Privat","Kantone",9880.00
2019,4,"PD","Privat","SBFI",105278.00
2019,4,"PD","SUPSI","EU",73163.00
2019,4,"PD","SUPSI","Kantone",75072.87
2019,4,"PD","SUPSI","SBFI",77792.00
2019,4,"PD","UniBS","EU",178233.00
2019,4,"PD","UniBS","Kantone",390445.08
2019,4,"PD","UniSG","EU",234524.00
2019,4,"PD","UniSG","Kantone",198043.62
2019,4,"PD","ZFH","Kantone",157500.00
2020,1,"FE","Ausland","BFE",216455.00
2020,1,"FE","BFH","BFE",251370.00
2020,1,"FE","BFH","EU",74026.00
2020,1,"FE","BFH","INNOSUISSE",2616343.00
2020,1,"FE","BFH","Kantone",2367210.92
2020,1,"FE","Bund","Andere Bund",341870.25
2020,1,"FE","Bund","BFE",1585500.13
2020,1,"FE","Bund","EU",685116.00
2020,1,"FE","Bund","INNOSUISSE",2880281.71
2020,1,"FE","Bund","SBFI",82143.29
2020,1,"FE","Bund","SNF",342989.94
2020,1,"FE","CSEM","BFE",71700.00
2020,1,"FE","CSEM","EU",246270.00
2020,1,"FE","CSEM","INNOSUISSE",1694747.00
2020,1,"FE","CSEM","SBFI",183815.00
2020,1,"FE","EAWAG","ETH-Rat",318337.00
2020,1,"FE","EAWAG","INNOSUISSE",76188.00
2020,1,"FE","EMPA","Andere Bund",307246.00
2020,1,"FE","EMPA","BFE",740225.00
2020,1,"FE","EMPA","ETH-Rat",23990812.20
2020,1,"FE","EMPA","EU",1497333.00
2020,1,"FE","EMPA","INNOSUISSE",1739866.00
2020,1,"FE","EMPA","SNF",609712.42
2020,1,"FE","EPFL","Andere Bund",10727.00
2020,1,"FE","EPFL","BFE",484310.00
2020,1,"FE","EPFL","ETH-Rat",14687558.86
2020,1,"FE","EPFL","EU",5036044.00
2020,1,"FE","EPFL","INNOSUISSE",4411919.00
2020,1,"FE","EPFL","Kantone",247086.00
2020,1,"FE","EPFL","SNF",3143592.07
2020,1,"FE","ETHZ","BFE",1327063.00
2020,1,"FE","ETHZ","ETH-Rat",16221073.89
2020,1,"FE","ETHZ","EU",2961714.00
2020,1,"FE","ETHZ","INNOSUISSE",5465128.00
2020,1,"FE","ETHZ","SNF",1165213.15
2020,1,"FE","FHNW","BFE",622461.00
2020,1,"FE","FHNW","INNOSUISSE",1880042.00
2020,1,"FE","FHNW","Kantone",832813.85
2020,1,"FE","FHNW","SNF",84972.00
2020,1,"FE","FHZ","Andere Bund",60000.00
2020,1,"FE","FHZ","BFE",292818.00
2020,1,"FE","FHZ","INNOSUISSE",1999710.00
2020,1,"FE","FHZ","Kantone",2941360.59
2020,1,"FE","FHZ","SBFI",140000.00
2020,1,"FE","Gemeinde","EU",92751.00
2020,1,"FE","HES-SO","Andere Bund",34440.00
2020,1,"FE","HES-SO","BFE",446921.00
2020,1,"FE","HES-SO","EU",163345.00
2020,1,"FE","HES-SO","INNOSUISSE",1843686.00
2020,1,"FE","HES-SO","Kantone",3589340.32
2020,1,"FE","HES-SO","SNF",332121.28
2020,1,"FE","Kanton","EU",140454.00
2020,1,"FE","OST","BFE",299500.00
2020,1,"FE","OST","INNOSUISSE",2297862.00
2020,1,"FE","OST","Kantone",1530690.40
2020,1,"FE","PSI","BFE",606640.00
2020,1,"FE","PSI","ETH-Rat",10615855.00
2020,1,"FE","PSI","EU",313082.00
2020,1,"FE","PSI","INNOSUISSE",1811260.00
2020,1,"FE","PSI","SNF",2249932.43
2020,1,"FE","Privat","Andere Bund",54520.00
2020,1,"FE","Privat","BFE",1350393.00
2020,1,"FE","Privat","EU",6354918.00
2020,1,"FE","Privat","INNOSUISSE",1405538.00
2020,1,"FE","Privat","SBFI",273364.00
2020,1,"FE","SUPSI","BFE",249000.00
2020,1,"FE","SUPSI","INNOSUISSE",828110.00
2020,1,"FE","SUPSI","Kantone",443749.57
2020,1,"FE","USI","INNOSUISSE",413255.00
2020,1,"FE","USI","Kantone",216712.68
2020,1,"FE","UniBE","Andere Bund",130000.00
2020,1,"FE","UniBE","INNOSUISSE",225400.00
2020,1,"FE","UniBE","Kantone",401691.87
2020,1,"FE","UniBS","BFE",136000.00
2020,1,"FE","UniBS","EU",135016.00
2020,1,"FE","UniBS","Kantone",611132.56
2020,1,"FE","UniFR","BFE",85000.00
2020,1,"FE","UniFR","INNOSUISSE",172890.00
2020,1,"FE","UniFR","Kantone",1155871.89
2020,1,"FE","UniFR","SNF",507672.08
2020,1,"FE","UniGE","BFE",5000.00
2020,1,"FE","UniGE","EU",394672.00
2020,1,"FE","UniGE","INNOSUISSE",689463.00
2020,1,"FE","UniGE","Kantone",3782869.10
2020,1,"FE","UniGE","SNF",533208.30
2020,1,"FE","UniNE","INNOSUISSE",28963.00
2020,1,"FE","UniNE","Kantone",53268.76
2020,1,"FE","UniSG","BFE",60000.00
2020,1,"FE","UniSG","INNOSUISSE",60000.00
2020,1,"FE","UniSG","Kantone",124977.19
2020,1,"FE","UniZH","INNOSUISSE",311823.00
2020,1,"FE","UniZH","Kantone",1674997.47
2020,1,"FE","UniZH","SNF",353613.68
2020,1,"FE","ZFH","BFE",92000.00
2020,1,"FE","ZFH","EU",281189.00
2020,1,"FE","ZFH","INNOSUISSE",1700889.00
2020,1,"FE","ZFH","Kantone",4276284.95
2020,1,"FE","ZFH","SNF",268485.14
2020,1,"PD","BFH","BFE",117000.00
2020,1,"PD","BFH","Kantone",78390.00
2020,1,"PD","CSEM","EU",821618.00
2020,1,"PD","EMPA","Andere Bund",105145.00
2020,1,"PD","EMPA","BFE",90000.00
2020,1,"PD","EMPA","ETH-Rat",798659.88
2020,1,"PD","EMPA","EU",24558.00
2020,1,"PD","EPFL","BFE",434400.00
2020,1,"PD","EPFL","ETH-Rat",3047494.14
2020,1,"PD","EPFL","EU",956088.00
2020,1,"PD","EPFL","Kantone",103118.00
2020,1,"PD","EPFL","SBFI",111020.00
2020,1,"PD","ETHZ","BFE",1022212.00
2020,1,"PD","ETHZ","ETH-Rat",435247.16
2020,1,"PD","ETHZ","EU",121565.00
2020,1,"PD","FHNW","Kantone",179659.00
2020,1,"PD","FHZ","Andere Bund",20000.00
2020,1,"PD","FHZ","BFE",168404.00
2020,1,"PD","FHZ","EU",171409.00
2020,1,"PD","FHZ","Kantone",208196.23
2020,1,"PD","HES-SO","Andere Bund",12924.00
2020,1,"PD","HES-SO","BFE",344000.00
2020,1,"PD","HES-SO","EU",218265.00
2020,1,"PD","HES-SO","Kantone",864332.07
2020,1,"PD","HES-SO","SBFI",147007.00
2020,1,"PD","Kanton","BFE",68000.00
2020,1,"PD","Kanton","EU",30099.00
2020,1,"PD","Kanton","Kantone",442000.00
2020,1,"PD","OST","Andere Bund",210000.00
2020,1,"PD","OST","EU",54402.00
2020,1,"PD","OST","Kantone",85164.18
2020,1,"PD","PSI","ETH-Rat",1124082.00
2020,1,"PD","PSI","EU",46703.00
2020,1,"PD","Privat","Andere Bund",376080.00
2020,1,"PD","Privat","BFE",5744309.00
2020,1,"PD","Privat","EU",6324896.00
2020,1,"PD","Privat","Kantone",47371.00
2020,1,"PD","Privat","SBFI",68612.00
2020,1,"PD","SUPSI","BFE",50000.00
2020,1,"PD","SUPSI","EU",502054.00
2020,1,"PD","SUPSI","Kantone",195890.82
2020,1,"PD","USI","BFE",110000.00
2020,1,"PD","USI","Kantone",197242.00
2020,1,"PD","UniSG","EU",168100.00
2020,1,"PD","UniSG","Kantone",228212.78
2020,1,"PD","ZFH","EU",111756.00
2020,1,"PD","ZFH","Kantone",234811.60
2020,2,"FE","Ausland","BFE",415129.00
2020,2,"FE","BFH","BFE",70934.00
2020,2,"FE","BFH","INNOSUISSE",234070.00
2020,2,"FE","BFH","Kantone",365215.82
2020,2,"FE","Bund","Andere Bund",317658.24
2020,2,"FE","Bund","BFE",1542377.07
2020,2,"FE","Bund","EU",186929.00
2020,2,"FE","Bund","INNOSUISSE",1480488.66
2020,2,"FE","Bund","SBFI",117394.39
2020,2,"FE","Bund","SNF",464172.71
2020,2,"FE","CSEM","BFE",210000.00
2020,2,"FE","CSEM","EU",316444.00
2020,2,"FE","CSEM","INNOSUISSE",1520778.00
2020,2,"FE","CSEM","SBFI",5000000.00
2020,2,"FE","CSEM","SNF",815314.32
2020,2,"FE","EAWAG","Andere Bund",287030.00
2020,2,"FE","EAWAG","ETH-Rat",1480180.74
2020,2,"FE","EAWAG","EU",71124.00
2020,2,"FE","EAWAG","INNOSUISSE",97910.00
2020,2,"FE","EAWAG","SNF",47611.25
2020,2,"FE","EMPA","BFE",465192.00
2020,2,"FE","EMPA","ETH-Rat",12562750.84
2020,2,"FE","EMPA","EU",262410.00
2020,2,"FE","EMPA","INNOSUISSE",467748.00
2020,2,"FE","EMPA","Kantone",63000.00
2020,2,"FE","EMPA","SBFI",153500.00
2020,2,"FE","EMPA","SNF",609102.89
2020,2,"FE","EPFL","Andere Bund",198000.00
2020,2,"FE","EPFL","BFE",649880.00
2020,2,"FE","EPFL","ETH-Rat",12702041.89
2020,2,"FE","EPFL","EU",3118997.00
2020,2,"FE","EPFL","INNOSUISSE",1832549.00
2020,2,"FE","EPFL","SBFI",144589.00
2020,2,"FE","EPFL","SNF",5976134.18
2020,2,"FE","ETHZ","Andere Bund",142000.00
2020,2,"FE","ETHZ","BFE",851902.00
2020,2,"FE","ETHZ","ETH-Rat",10601595.58
2020,2,"FE","ETHZ","EU",1455426.00
2020,2,"FE","ETHZ","INNOSUISSE",2290263.00
2020,2,"FE","ETHZ","SBFI",264861.00
2020,2,"FE","ETHZ","SNF",1512788.61
2020,2,"FE","FHGR","BFE",39901.00
2020,2,"FE","FHGR","Kantone",6589.91
2020,2,"FE","FHNW","BFE",395777.00
2020,2,"FE","FHNW","EU",124846.00
2020,2,"FE","FHNW","INNOSUISSE",693137.00
2020,2,"FE","FHNW","Kantone",329394.21
2020,2,"FE","FHZ","BFE",305505.00
2020,2,"FE","FHZ","INNOSUISSE",1235524.00
2020,2,"FE","FHZ","Kantone",1271588.52
2020,2,"FE","FHZ","SNF",303300.98
2020,2,"FE","Gemeinde","EU",28929.00
2020,2,"FE","Gemeinde","SBFI",15674.00
2020,2,"FE","HES-SO","BFE",341015.00
2020,2,"FE","HES-SO","INNOSUISSE",568751.00
2020,2,"FE","HES-SO","Kantone",1479194.76
2020,2,"FE","HES-SO","SBFI",55590.00
2020,2,"FE","Kanton","BFE",120000.00
2020,2,"FE","Kanton","SBFI",73928.00
2020,2,"FE","OST","BFE",1635802.00
2020,2,"FE","OST","EU",401166.00
2020,2,"FE","OST","INNOSUISSE",2080309.00
2020,2,"FE","OST","Kantone",1560579.32
2020,2,"FE","OST","SNF",403227.90
2020,2,"FE","PSI","BFE",145119.00
2020,2,"FE","PSI","ETH-Rat",8581041.00
2020,2,"FE","PSI","EU",471192.00
2020,2,"FE","PSI","INNOSUISSE",1487527.00
2020,2,"FE","PSI","SNF",736140.32
2020,2,"FE","Privat","Andere Bund",253898.00
2020,2,"FE","Privat","BFE",1831425.00
2020,2,"FE","Privat","EU",2285173.00
2020,2,"FE","Privat","SBFI",593806.00
2020,2,"FE","Privat","SNF",135486.91
2020,2,"FE","SUPSI","BFE",317500.00
2020,2,"FE","SUPSI","EU",76728.00
2020,2,"FE","SUPSI","INNOSUISSE",505112.00
2020,2,"FE","SUPSI","Kantone",299674.17
2020,2,"FE","SUPSI","SBFI",68388.00
2020,2,"FE","SUPSI","SNF",106804.00
2020,2,"FE","USI","INNOSUISSE",275385.00
2020,2,"FE","USI","Kantone",271289.21
2020,2,"FE","UniBE","EU",241666.00
2020,2,"FE","UniBE","INNOSUISSE",172500.00
2020,2,"FE","UniBE","Kantone",1338308.99
2020,2,"FE","UniBE","SNF",854402.35
2020,2,"FE","UniBS","BFE",40000.00
2020,2,"FE","UniBS","Kantone",1224312.64
2020,2,"FE","UniBS","SNF",560275.16
2020,2,"FE","UniFR","EU",108880.00
2020,2,"FE","UniFR","Kantone",211007.29
2020,2,"FE","UniFR","SNF",103405.94
2020,2,"FE","UniGE","BFE",150040.00
2020,2,"FE","UniGE","EU",199527.00
2020,2,"FE","UniGE","INNOSUISSE",226196.00
2020,2,"FE","UniGE","Kantone",1408944.14
2020,2,"FE","UniGE","SNF",161632.49
2020,2,"FE","UniLS","INNOSUISSE",110782.00
2020,2,"FE","UniLS","Kantone",288011.24
2020,2,"FE","UniLS","SNF",54266.28
2020,2,"FE","UniNE","EU",126019.00
2020,2,"FE","UniNE","INNOSUISSE",143408.00
2020,2,"FE","UniNE","Kantone",989819.18
2020,2,"FE","UniZH","BFE",110930.00
2020,2,"FE","UniZH","Kantone",2185136.87
2020,2,"FE","UniZH","SNF",96611.65
2020,2,"FE","WSL","Andere Bund",142000.00
2020,2,"FE","WSL","BFE",43620.00
2020,2,"FE","WSL","ETH-Rat",866863.96
2020,2,"FE","WSL","INNOSUISSE",405178.00
2020,2,"FE","WSL","SNF",73321.25
2020,2,"FE","ZFH","Andere Bund",77000.00
2020,2,"FE","ZFH","BFE",299248.00
2020,2,"FE","ZFH","INNOSUISSE",776142.00
2020,2,"FE","ZFH","Kantone",2915965.43
2020,2,"PD","BFH","EU",200760.00
2020,2,"PD","BFH","Kantone",140432.08
2020,2,"PD","CSEM","EU",681293.00
2020,2,"PD","CSEM","SBFI",286280.00
2020,2,"PD","EMPA","BFE",130000.00
2020,2,"PD","EMPA","ETH-Rat",1273299.00
2020,2,"PD","EMPA","EU",244154.00
2020,2,"PD","EMPA","SBFI",21446.00
2020,2,"PD","EPFL","BFE",250000.00
2020,2,"PD","EPFL","ETH-Rat",1851678.44
2020,2,"PD","EPFL","EU",1215182.00
2020,2,"PD","EPFL","SBFI",202752.00
2020,2,"PD","ETHZ","BFE",1434676.00
2020,2,"PD","ETHZ","ETH-Rat",1398587.44
2020,2,"PD","ETHZ","SBFI",422289.00
2020,2,"PD","FHNW","Kantone",2420.00
2020,2,"PD","FHZ","EU",138365.00
2020,2,"PD","FHZ","Kantone",82649.42
2020,2,"PD","Gemeinde","SBFI",539571.00
2020,2,"PD","HES-SO","BFE",220000.00
2020,2,"PD","HES-SO","EU",259950.00
2020,2,"PD","HES-SO","Kantone",700004.48
2020,2,"PD","Kanton","BFE",1500000.00
2020,2,"PD","OST","Andere Bund",85000.00
2020,2,"PD","OST","EU",151947.00
2020,2,"PD","OST","Kantone",160302.32
2020,2,"PD","OST","SBFI",260730.00
2020,2,"PD","PSI","ETH-Rat",2916657.00
2020,2,"PD","PSI","SNF",141457.00
2020,2,"PD","Privat","Andere Bund",34710.00
2020,2,"PD","Privat","BFE",2339409.00
2020,2,"PD","Privat","EU",5557693.00
2020,2,"PD","Privat","SBFI",2163404.00
2020,2,"PD","SUPSI","BFE",20000.00
2020,2,"PD","SUPSI","EU",527139.00
2020,2,"PD","SUPSI","Kantone",177598.00
2020,2,"PD","ZFH","BFE",85000.00
2020,2,"PD","ZFH","Kantone",14312.00
2020,3,"FE","Ausland","ENSI",429129.00
2020,3,"FE","Ausland","EU",37543.00
2020,3,"FE","Bund","BFE",10238.82
2020,3,"FE","Bund","ENSI",614896.00
2020,3,"FE","Bund","EU",2908.00
2020,3,"FE","Bund","SBFI",9246.37
2020,3,"FE","Bund","SNF",18982.82
2020,3,"FE","EAWAG","BFE",100000.00
2020,3,"FE","EAWAG","ETH-Rat",318000.00
2020,3,"FE","EPFL","ETH-Rat",19496618.45
2020,3,"FE","EPFL","EU",6704544.00
2020,3,"FE","EPFL","SBFI",1366308.00
2020,3,"FE","EPFL","SNF",1363120.00
2020,3,"FE","ETHZ","ENSI",240000.00
2020,3,"FE","ETHZ","ETH-Rat",1099053.44
2020,3,"FE","HES-SO","EU",11446.00
2020,3,"FE","HES-SO","Kantone",13805.32
2020,3,"FE","PSI","ENSI",1153276.00
2020,3,"FE","PSI","ETH-Rat",15373388.00
2020,3,"FE","PSI","EU",1156178.00
2020,3,"FE","PSI","SBFI",42966.00
2020,3,"FE","PSI","SNF",294193.51
2020,3,"FE","Privat","EU",339389.00
2020,3,"FE","UniBE","EU",19629.00
2020,3,"FE","UniBE","Kantone",100683.43
2020,3,"FE","UniBS","EU",95000.00
2020,3,"FE","UniBS","INNOSUISSE",41000.00
2020,3,"FE","UniBS","Kantone",472863.26
2020,3,"FE","UniBS","SBFI",110000.00
2020,3,"FE","UniBS","SNF",172613.53
2020,3,"FE","UniGE","EU",139742.00
2020,3,"FE","UniGE","Kantone",253475.80
2020,3,"FE","UniLS","Kantone",278332.86
2020,3,"FE","UniLS","SNF",95018.63
2020,3,"FE","UniZH","ENSI",60500.00
2020,3,"FE","UniZH","EU",64333.00
2020,3,"FE","UniZH","Kantone",332292.35
2020,3,"PD","PSI","ETH-Rat",17990.00
2020,3,"PD","PSI","EU",17990.00
2020,4,"FE","Ausland","BFE",64500.00
2020,4,"FE","BFH","Kantone",34517.64
2020,4,"FE","BFH","SNF",49346.00
2020,4,"FE","Bund","Andere Bund",51739.67
2020,4,"FE","Bund","BFE",210469.33
2020,4,"FE","Bund","INNOSUISSE",525695.53
2020,4,"FE","Bund","SNF",98255.28
2020,4,"FE","EAWAG","ETH-Rat",136374.30
2020,4,"FE","EAWAG","EU",42885.00
2020,4,"FE","EMPA","ETH-Rat",268978.64
2020,4,"FE","EMPA","EU",105727.00
2020,4,"FE","EMPA","SNF",35098.80
2020,4,"FE","EPFL","BFE",265000.00
2020,4,"FE","EPFL","EU",138077.00
2020,4,"FE","EPFL","INNOSUISSE",36284.00
2020,4,"FE","EPFL","Kantone",30291.00
2020,4,"FE","EPFL","SNF",536960.25
2020,4,"FE","ETHZ","BFE",458000.00
2020,4,"FE","ETHZ","ETH-Rat",4857136.82
2020,4,"FE","ETHZ","EU",1277507.00
2020,4,"FE","ETHZ","INNOSUISSE",989864.00
2020,4,"FE","ETHZ","SNF",327905.90
2020,4,"FE","FHZ","BFE",3000.00
2020,4,"FE","FHZ","EU",65115.00
2020,4,"FE","FHZ","INNOSUISSE",213000.00
2020,4,"FE","FHZ","Kantone",159313.67
2020,4,"FE","HES-SO","BFE",80000.00
2020,4,"FE","HES-SO","EU",28598.00
2020,4,"FE","HES-SO","INNOSUISSE",156273.00
2020,4,"FE","HES-SO","Kantone",640530.85
2020,4,"FE","PSI","ETH-Rat",377849.00
2020,4,"FE","PSI","EU",55023.00
2020,4,"FE","PSI","SNF",276189.56
2020,4,"FE","Privat","BFE",190304.00
2020,4,"FE","Privat","EU",1386986.00
2020,4,"FE","Privat","SNF",249708.67
2020,4,"FE","USI","INNOSUISSE",389199.00
2020,4,"FE","USI","Kantone",915340.44
2020,4,"FE","UniBE","BFE",110000.00
2020,4,"FE","UniBE","Kantone",580189.31
2020,4,"FE","UniBE","SNF",185072.16
2020,4,"FE","UniBS","BFE",122630.00
2020,4,"FE","UniBS","INNOSUISSE",895163.00
2020,4,"FE","UniBS","Kantone",1837436.94
2020,4,"FE","UniGE","BFE",210500.00
2020,4,"FE","UniGE","EU",742413.00
2020,4,"FE","UniGE","INNOSUISSE",369352.00
2020,4,"FE","UniGE","Kantone",3294440.21
2020,4,"FE","UniGE","SNF",226692.32
2020,4,"FE","UniLS","EU",50063.00
2020,4,"FE","UniLS","Kantone",999558.26
2020,4,"FE","UniLS","SNF",164228.11
2020,4,"FE","UniLU","INNOSUISSE",258756.00
2020,4,"FE","UniLU","Kantone",1465798.21
2020,4,"FE","UniLU","SNF",257322.86
2020,4,"FE","UniNE","BFE",70000.00
2020,4,"FE","UniNE","INNOSUISSE",307137.00
2020,4,"FE","UniNE","Kantone",1053480.77
2020,4,"FE","UniNE","SNF",165318.71
2020,4,"FE","UniSG","INNOSUISSE",835365.00
2020,4,"FE","UniSG","Kantone",1812783.55
2020,4,"FE","UniSG","SNF",218218.12
2020,4,"FE","ZFH","BFE",115000.00
2020,4,"FE","ZFH","EU",133937.00
2020,4,"FE","ZFH","INNOSUISSE",875506.00
2020,4,"FE","ZFH","Kantone",1904201.68
2020,4,"PD","EMPA","ETH-Rat",147838.88
2020,4,"PD","EMPA","EU",75428.00
2020,4,"PD","ETHZ","BFE",100000.00
2020,4,"PD","ETHZ","ETH-Rat",295721.88
2020,4,"PD","ETHZ","EU",75428.00
2020,4,"PD","PSI","ETH-Rat",538561.00
2020,4,"PD","PSI","EU",159961.00
2020,4,"PD","Privat","Andere Bund",2700000.00
2020,4,"PD","Privat","BFE",266667.00
2020,4,"PD","Privat","EU",393613.00
2020,4,"PD","SUPSI","EU",180042.00
2020,4,"PD","SUPSI","Kantone",90347.22
2020,4,"PD","UniBS","EU",199449.00
2020,4,"PD","UniBS","Kantone",432818.03
2020,4,"PD","UniSG","EU",226284.00
2020,4,"PD","UniSG","Kantone",266650.02
2020,4,"PD","ZFH","Kantone",135000.00
