id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,email,address,contact,tags,source_url
nz/minister-of-police,Minister of Police,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-racing,Minister of Racing,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-regulatory-reform,Minister of Regulatory Reform,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-revenue,Minister of Revenue,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-science-and-innovation,Minister of Science and Innovation,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-small-business,Minister of Small Business,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-social-development,Minister of Social Development,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-state-owned-enterprises,Minister of State Owned Enterprises,,,,,,,,,http://www.parliament.govt.nz,NZ,,,,minister,
nz/minister-of-state-services,Minister of State Services,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-statistics,Minister of Statistics,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-trade,Minister of Trade,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-transport,Minister of Transport,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-treaty-negotiations,Minister of Treaty Negotiations,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-womens-affairs,Minister of Women's Affairs,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-of-youth-affairs,Minister of Youth Affairs,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,minister,
nz/minister-responsible-for-canterbury-earthquake-recovery,Minister Responsible For Canterbury Earthquake Recovery,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/minister-responsible-for-earthquake-commission,Minister Responsible for Earthquake Commission,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/minister-responsible-for-ministeral-services,Minister Responsible for Ministeral Services,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/minister-responsible-for-novopay,Minister Responsible for Novopay,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/minister-responsible-for-the-gcsb,Minister Responsible for the GCSB,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/minister-responsible-for-the-new-zealand-security-services-sis,Minister Responsible for the New Zealand Security Services (SIS),,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/ministry-for-culture-and-heritage,Ministry for Culture and Heritage,,,,,,,,,http://www.mch.govt.nz,NZ,,,,ministry,
nz/ministry-of-defence,Ministry of Defence,,,,,,,,,http://www.defence.govt.nz,NZ,,,,ministry,
nz/ministry-of-education,Ministry of Education,,,,,,,,,http://www.minedu.govt.nz,NZ,,,,ministry,
nz/ministry-of-justice,Ministry of Justice,,,,,,,,,http://www.justice.govt.nz,NZ,,,,ministry,
nz/mit,Manukau Institute of Technology,MIT,,,,,,,,http://www.manukau.ac.nz,NZ,,,,,
nz/moh,Ministry of Health,MOH,,,,,,,,http://www.moh.govt.nz,NZ,,,,ministry,
nz/morst,"Ministry of Research, Science, and Technology",MoRST,,,,,,,,http://www.morst.govt.nz,NZ,,,,ministry,
nz/mot,Ministry of Transport,MOT,,,,,,,,http://www.transport.govt.nz,NZ,,,,popular_agency ministry,
nz/mpi,Ministry for Primary Industries,MPI,,,,,,,,http://www.mpi.govt.nz,NZ,,,,ministry,
nz/mpia,Ministry of Pacific Island Affairs,MPIA,,,,,,,,http://www.minpac.govt.nz/,NZ,,,,ministry,
nz/msd,Ministry of Social Development,MSD,,,,,,,,http://www.msd.govt.nz,NZ,,,,popular_agency ministry,
nz/murihiku-young-parents-learning-centre,Murihiku Young Parents Learning Centre,,,,,,,,,,NZ,,,,,
nz/museum-of-new-zealand-te-papa-tongarewa-board,Museum of New Zealand Te Papa Tongarewa Board,,,,,,,,,http://www.tepapa.govt.nz,NZ,,,,,
nz/mwa,Ministry of Women's Affairs,MWA,,,,,,,,http://www.mwa.govt.nz,NZ,,,,ministry,
nz/napier-city-council,Napier City Council,,,,,,,,,http://www.napier.govt.nz,NZ,,,,city_council,
nz/nelson-city-council,Nelson City Council,,,,,,,,,http://www.nelsoncitycouncil.co.nz,NZ,,,,city_council,
nz/nelson-marlborough-district-health-board,Nelson Marlborough District Health Board,,,,,,,,,http://www.nmdhb.govt.nz,NZ,,,,dhb,
nz/nelson-marlborough-fish-and-game-council,Nelson Marlborough Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/NelsonMarlborough/default.aspx,NZ,,,,,
nz/nelson-marlborough-institute-of-technology,Nelson Marlborough Institute of Technology,,,,,,,,,http://www.nmit.ac.nz,NZ,,,,,
nz/new-plymouth-district-council,New Plymouth District Council,,,,,,,,,http://www.newplymouthnz.com,NZ,,,,district_council,
nz/new-zealand-antarctic-institute,New Zealand Antarctic Institute,,,,,,,,,http://www.antarcticanz.govt.nz,NZ,,,,,
nz/new-zealand-blood-service,New Zealand Blood Service,,,,,,,,,http://www.nzblood.co.nz/,NZ,,,,,
nz/new-zealand-fire-service-commission,New Zealand Fire Service Commission,,,,,,,,,http://www.fire.org.nz,NZ,,,,,
nz/new-zealand-fish-and-game-council,New Zealand Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz,NZ,,,,,
nz/new-zealand-gambling-commission,New Zealand Gambling Commission,,,,,,,,,http://www.gamblingcommission.govt.nz/,NZ,,,,,
nz/new-zealand-game-bird-habitat-trust-board,New Zealand Game Bird Habitat Trust Board,,,,,,,,,http://www.fishandgame.org.nz/Site/HuntingNZ/Huntinggamebirdstamp.aspx,NZ,,,,,
nz/new-zealand-government-property-corporation,New Zealand Government Property Corporation,,,,,,,,,,NZ,,,,,
nz/new-zealand-lotteries-commission,New Zealand Lotteries Commission,,,,,,,,,http://www.nzlotteries.co.nz,NZ,,,,,
nz/new-zealand-lottery-grants-board,New Zealand Lottery Grants Board,,,,,,,,,http://www.dia.govt.nz/diawebsite.nsf/wpg_URL/Services-Lottery-Grants-Index?OpenDocument,NZ,,,,,
nz/new-zealand-parole-board,New Zealand Parole Board,,,,,,,,,http://www.paroleboard.govt.nz,NZ,,,,,
nz/new-zealand-police,New Zealand Police,,,,,,,,,http://www.police.govt.nz,NZ,,,,popular_agency,
nz/new-zealand-post-limited,New Zealand Post Limited,,,,,,,,,http://www.nzpost.co.nz,NZ,,,,,
nz/new-zealand-railways-corporation,New Zealand Railways Corporation,,,,,,,,,http://www.ontrack.govt.nz,NZ,,,,,
nz/new-zealand-teachers-council,New Zealand Teachers Council,,,,,,,,,http://www.teacherscouncil.govt.nz/,NZ,,,,,
nz/new-zealand-tourism-board,New Zealand Tourism Board,,,,,,,,,http://www.tourisminfo.govt.nz/,NZ,,,,,
nz/new-zealand-walking-access-commission,New Zealand Walking Access Commission,,,,,,,,,http://www.walkingaccess.govt.nz/,NZ,,,,,
nz/ngai-tahu-ancillary-claims-trust,Ngai Tahu Ancillary Claims Trust,,,,,,,,,http://www.ngaitahu.iwi.nz,NZ,,,,,
nz/nga-kakano-christian-reo-rua-kura,Nga Kakano Christian Reo Rua Kura,,,,,,,,,http://www.maxnet.co.nz,NZ,,,,,
nz/nga-purapura-o-te-aroha,Nga Purapura o te Aroha,,,,,,,,,,NZ,,,,,
nz/niwa,National Institute of Water and Atmospheric Research Limited,NIWA,,,,,,,,http://www.niwa.co.nz,NZ,,,,,
nz/nlnz,National Library of New Zealand Te Puna Mātauranga o Aotearoa,NLNZ,,,,,,,,http://www.natlib.govt.nz,NZ,,,,,
nz/north-canterbury-fish-and-game-council,North Canterbury Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/NorthCanterbury/default.aspx,NZ,,,,,
nz/northland-district-health-board,Northland District Health Board,,,,,,,,,http://www.northlanddhb.org.nz/,NZ,,,,dhb,
nz/northland-fish-and-game-council,Northland Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/Northland/default.aspx,NZ,,,,,
nz/northland-regional-council,Northland Regional Council,,,,,,,,,http://www.nrc.govt.nz,NZ,,,,,
nz/north-shore-city-council,North Shore City Council,,,,,,,,,http://www.northshorecity.govt.nz/,NZ,,,,city_council,
nz/northtec,Northtec,,,,,,,,,http://www.northtec.ac.nz/,NZ,,,,,
nz/nzalb,New Zealand Artificial Limb Board,NZALB,,,,,,,,http://www.nzalb.govt.nz,NZ,,,,,
nz/nzcs,New Zealand Customs Service,NZCS,,,,,,,,http://www.customs.govt.nz,NZ,,,,,
nz/nzdf,New Zealand Defence Force,NZDF,,,,,,,,http://www.nzdf.mil.nz,NZ,,,,,
nz/nzfc,New Zealand Film Commission,NZFC,,,,,,,,http://www.nzfilm.co.nz/,NZ,,,,,
nz/nzfsa,New Zealand Food Safety Authority,NZFSA,,,,,,,,http://www.nzfsa.govt.nz,NZ,,,,defunct,
nz/nzhpt,New Zealand Historic Places Trust (Pouhere Taonga),NZHPT,,,,,,,,http://www.historic.org.nz,NZ,,,,,
nz/nz-on-air,NZ On Air,,,,,,,,,http://www.nzonair.govt.nz/,NZ,,,,,
nz/nzqa,New Zealand Qualifications Authority,NZQA,,,,,,,,http://www.nzqa.govt.nz/,NZ,,,,,
nz/nzsda,Drug Free Sport New Zealand,NZSDA,,,,,,,,http://www.drugfreesport.org.nz,NZ,,,,,
nz/nzsis,New Zealand Security Intelligence Service,NZSIS,,,,,,,,http://www.nzsis.govt.nz,NZ,,,,,
nz/nzso,New Zealand Symphony Orchestra,NZSO,,,,,,,,http://www.nzso.co.nz/,NZ,,,,,
nz/nzta,New Zealand Transport Agency,NZTA,,,,,,,,http://nzta.govt.nz,NZ,,,,,
nz/nzte,New Zealand Trade and Enterprise,NZTE,,,,,,,,http://www.nzte.govt.nz,NZ,,,,,
nz/occ,Children's Commissioner,OCC,,,,,,,,http://www.occ.org.nz/,NZ,,,,,
nz/office-of-film-and-literature-classification,Office of Film and Literature Classification,,,,,,,,,http://www.censorship.govt.nz,NZ,,,,,
nz/office-of-the-clerk-of-the-house-of-representatives,Office of the Clerk of the House of Representatives,,,,,,,,,http://www.parliament.nz/en-NZ/Admin/Agencies/OOC/,NZ,,,,,
nz/office-of-the-controller-and-auditor-general,Office of the Controller and Auditor-General,,,,,,,,,http://www.oag.govt.nz,NZ,,,,,
nz/office-of-the-ombudsmen,Office of the Ombudsmen,,,,,,,,,http://www.ombudsmen.parliament.nz,NZ,,,,,
nz/opotiki-district-council,Opotiki District Council,,,,,,,,,http://www.odc.govt.nz,NZ,,,,district_council,
nz/otago-district-health-board,Otago District Health Board,,,,,,,,,http://www.otagodhb.govt.nz/,NZ,,,,dhb,
nz/otago-fish-and-game-council,Otago Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/Otago/default.aspx,NZ,,,,,
nz/otago-polytechnic,Otago Polytechnic,,,,,,,,,http://www.otagopolytechnic.ac.nz,NZ,,,,,
nz/otago-regional-council,Otago Regional Council,,,,,,,,,http://www.orc.govt.nz/,NZ,,,,,
nz/otorohanga-district-council,Otorohanga District Council,,,,,,,,,http://www.otodc.govt.nz,NZ,,,,district_council,
nz/pacific-co-operation-foundation,Pacific Co-operation Foundation,,,,,,,,,http://www.pcf.org.nz/,NZ,,,,,
nz/pa-harakeke-teen-parent-unit,Pa Harakeke Teen Parent Unit,,,,,,,,,,NZ,,,,,
nz/palmerston-north-city-council,Palmerston North City Council,,,,,,,,,http://www.pncc.govt.nz,NZ,,,,city_council,
nz/papakura-district-council,Papakura District Council,,,,,,,,,http://www.papakura.govt.nz,NZ,,,,district_council,
nz/parliamentary-service,Parliamentary Service,,,,,,,,,http://www.parliament.nz/en-NZ/Admin/Agencies/PS/,NZ,,,,,
nz/pbt,Pacific Island Business Development Trust,PBT,,,,,,,,http://www.pacificbusiness.co.nz/,NZ,,,,,
nz/pce,Office of the Parliamentary Commissioner for the Environment,PCE,,,,,,,,http://www.pce.govt.nz/,NZ,,,,,
nz/pco,Parliamentary Counsel Office,PCO,,,,,,,,http://www.pco.parliament.govt.nz/,NZ,,,,,
nz/pharmac,Pharmaceutical Management Agency,PHARMAC,,,,,,,,http://www.pharmac.govt.nz,NZ,,,,,
nz/porirua-city-council,Porirua City Council,,,,,,,,,http://www.pcc.govt.nz/,NZ,,,,city_council,
nz/prime-minister,Prime Minister,,,,,,,,,http://www.ministers.govt.nz,NZ,,,,,
nz/privacy-commissioner,Privacy Commissioner,,,,,,,,,http://www.privacy.org.nz,NZ,,,,,
nz/public-sector,Reserves Boards,Public Sector,,,,,,,,,NZ,,,,,
nz/public-trust,Public Trust,,,,,,,,,http://www.publictrust.co.nz,NZ,,,,,
nz/queenstown-lakes-district-council,Queenstown-Lakes District Council,,,,,,,,,http://www.qldc.govt.nz,NZ,,,,district_council,
nz/qvnz,Quotable Value Limited,QVNZ,,,,,,,,http://www.qv.co.nz/,NZ,,,,,
nz/rangitikei-district-council,Rangitikei District Council,,,,,,,,,http://www.rangitikei.govt.nz,NZ,,,,district_council,
nz/rbnz,Reserve Bank of New Zealand,RBNZ,,,,,,,,http://www.rbnz.govt.nz,NZ,,,,,
nz/reaa,Real Estate Agents Authority,REAA,,,,,,,,http://www.reaa.govt.nz,NZ,,,,,
nz/reannz,Research and Education Advanced Network New Zealand Limited,REANNZ,,,,,,,,http://www.reannz.co.nz,NZ,,,,,
nz/red-bus-ltd,Red Bus Ltd,,,,,,,,,http://www.redbus.co.nz,NZ,,,,,
nz/retirement-commissioner,Retirement Commissioner,,,,,,,,,http://www.retirement.org.nz,NZ,,,,,
nz/riccarton-bush-trustees,Riccarton Bush Trustees,,,,,,,,,http://www.riccartonhouse.co.nz,NZ,,,,,
nz/rnz,Radio New Zealand Limited,RNZ,,,,,,,,http://www.radionz.co.nz/,NZ,,,,,
nz/road-safety-trust,Road Safety Trust,,,,,,,,,http://www.roadsafety.govt.nz,NZ,,,,,
nz/rodney-district-council,Rodney District Council,,,,,,,,,http://www.rodney.govt.nz,NZ,,,,district_council,
nz/rotorua-district-council,Rotorua District Council,,,,,,,,,http://www.rdc.govt.nz/,NZ,,,,district_council,
nz/ruapehu-district-council,Ruapehu District Council,,,,,,,,,http://www.ruapehudc.govt.nz,NZ,,,,district_council,
nz/securities-commission,Securities Commission,,,,,,,,,http://www.sec-com.govt.nz/,NZ,,,,,
nz/selwyn-district-council,Selwyn District Council,,,,,,,,,http://www.selwyn.govt.nz/,NZ,,,,district_council,
nz/selwyn-plantation-board-ltd,Selwyn Plantation Board Ltd,,,,,,,,,http://www.spbl.co.nz,NZ,,,,,
nz/sfo,Serious Fraud Office,SFO,,,,,,,,http://sfo.govt.nz/,NZ,,,,,
nz/social-workers-registration-board,Social Workers Registration Board,,,,,,,,,http://www.swrb.org.nz,NZ,,,,,
nz/solid-energy-new-zealand-limited,Solid Energy New Zealand Limited,,,,,,,,,http://www.solidenergy.co.nz/,NZ,,,,,
nz/south-canterbury-district-health-board,South Canterbury District Health Board,,,,,,,,,http://www.scdhb.co.nz,NZ,,,,dhb,
nz/southern-institute-of-technology,Southern Institute of Technology,,,,,,,,,http://www.sit.ac.nz,NZ,,,,,
nz/southland-district-council,Southland District Council,,,,,,,,,http://www.southlanddc.govt.nz,NZ,,,,district_council,
nz/southland-district-health-board,Southland District Health Board,,,,,,,,,http://www.southlandhealth.co.nz,NZ,,,,dhb,
nz/southland-fish-and-game-council,Southland Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/Southland/default.aspx,NZ,,,,,
nz/southland-regional-council,Southland Regional Council,,,,,,,,,http://www.es.govt.nz,NZ,,,,,
nz/south-taranaki-district-council,South Taranaki District Council,,,,,,,,,http://www.stdc.co.nz/,NZ,,,,district_council,
nz/south-waikato-district-council,South Waikato District Council,,,,,,,,,http://www.swktodc.govt.nz,NZ,,,,district_council,
nz/south-wairarapa-district-council,South Wairarapa District Council,,,,,,,,,http://www.swdc.govt.nz/,NZ,,,,district_council,
nz/sparc,Sport and Recreation New Zealand,SPARC,,,,,,,,http://www.sparc.org.nz,NZ,,,,,
nz/ssc,State Services Commission,SSC,,,,,,,,http://www.ssc.govt.nz,NZ,,,,,
nz/standards-council,Standards Council,,,,,,,,,http://www.standards.co.nz/,NZ,,,,,
nz/statistics-new-zealand,Statistics New Zealand,,,,,,,,,http://www.stats.govt.nz,NZ,,,,,
nz/st-patricks-catholic-sch-te-awamutu,St Patrick's Catholic Sch (Te Awamutu),,,,,,,,,http://www.stpatta.co.nz,NZ,,,,,
nz/st-peter-chanel-catholic-sch-te-rapa,St Peter Chanel Catholic Sch (Te Rapa),,,,,,,,,http://www.spc.ac.nz,NZ,,,,,
nz/stratford-district-council,Stratford District Council,,,,,,,,,http://www.stratford.govt.nz,NZ,,,,district_council,
nz/taic,Transport Accident Investigation Commission,TAIC,,,,,,,,http://www.taic.org.nz,NZ,,,,,
nz/tai-poutini-polytechnic,Tai Poutini Polytechnic,,,,,,,,,http://www.taipoutini.ac.nz/taipoutini/,NZ,,,,,
nz/tairawhiti-district-health-board,Tairawhiti District Health Board,,,,,,,,,http://www.tdh.org.nz,NZ,,,,dhb,
nz/tairawhiti-polytechnic,Tairawhiti Polytechnic,,,,,,,,,http://www.tairawhiti.ac.nz/,NZ,,,,,
nz/tai-wananga,Tai Wananga,,,,,,,,,http://www.taiwananga.co.nz,NZ,,,,,
nz/takeovers-panel,Takeovers Panel,,,,,,,,,http://www.takeovers.govt.nz,NZ,,,,,
nz/taranaki-district-health-board,Taranaki District Health Board,,,,,,,,,http://www.tdhb.org.nz,NZ,,,,dhb,
nz/taranaki-fish-and-game-council,Taranaki Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/TaranakiWgtn/default.aspx,NZ,,,,,
nz/taranaki-regional-council,Taranaki Regional Council,,,,,,,,,http://www.trc.govt.nz,NZ,,,,,
nz/tararua-district-council,Tararua District Council,,,,,,,,,http://www.tararuadc.govt.nz,NZ,,,,district_council,
nz/tasman-district-council,Tasman District Council,,,,,,,,,http://www.tasman.govt.nz/,NZ,,,,district_council,
nz/taupo-district-council,Taupo District Council,,,,,,,,,http://www.taupo.govt.nz/,NZ,,,,district_council,
nz/tauranga-city-council,Tauranga City Council,,,,,,,,,http://www.tauranga.govt.nz/,NZ,,,,city_council,
nz/tec,Tertiary Education Commission,TEC,,,,,,,,http://www.tec.govt.nz,NZ,,,,,
nz/te-kkm-o-puau-te-moananui-a-kiwa,Te KKM o Puau Te Moananui-a-Kiwa,,,,,,,,,,NZ,,,,,
nz/te-kura-akonga-o-manurewa,Te Kura Akonga O Manurewa,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-mana-maori-maraenui,Te Kura Mana Maori Maraenui,,,,,,,,,http://www.kura.org.nz,NZ,,,,,
nz/te-kura-mana-maori-o-whangaparaoa,Te Kura Mana Maori o Whangaparaoa,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-hata-maria-pawarenga,Te Kura o Hata Maria (Pawarenga),,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-hato-hohepa-te-kamura,Te Kura o Hato Hohepa Te Kamura,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-hirangi,Te Kura o Hirangi,,,,,,,,,http://www.reap.org.nz,NZ,,,,,
nz/te-kura-o-nga-iwi-e-toru-ki-taumarunui,Te Kura o Nga Iwi e Toru ki Taumarunui,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-nga-ruahine-rangi,Te Kura o Nga Ruahine Rangi,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-ratana,Te Kura o Ratana,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-tahaaroa,Te Kura o Tahaaroa,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-te-moutere-o-matakana,Te Kura o Te Moutere O Matakana,,,,,,,,,,NZ,,,,,
nz/te-kura-o-waikare,Te Kura o Waikare,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-kura-o-waitahanui,Te Kura o Waitahanui,,,,,,,,,,NZ,,,,,
nz/te-kura-toitu-o-te-whaiti-nui-a-toi,Te Kura Toitu o Te Whaiti-nui-a-Toi,,,,,,,,,http://www.tuhoe.com,NZ,,,,,
nz/telford-rural-polytechnic,Telford Rural Polytechnic,,,,,,,,,http://www.telford.ac.nz/,NZ,,,,,
nz/testing-laboratory-registration-council,Testing Laboratory Registration Council,,,,,,,,,http://www.telarcsai.co.nz/,NZ,,,,,
nz/te-taura-whiri-i-te-reo-mori-mori-language-commission,Te Taura Whiri i Te Reo Māori (Māori Language Commission),,,,,,,,,http://www.tetaurawhiri.govt.nz,NZ,,,,,
nz/te-whakatipuranga-otumoetai-tpu,Te Whakatipuranga (Otumoetai TPU),,,,,,,,,http://www.boppoly.ac.nz,NZ,,,,,
nz/te-wharekura-o-arowhenua,Te Wharekura o Arowhenua,,,,,,,,,http://www.wharekura.ac.nz,NZ,,,,,
nz/te-wharekura-o-maniapoto,Te Wharekura o Maniapoto,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-wharekura-o-manurewa,Te Wharekura o Manurewa,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-wharekura-o-te-rau-aroha,Te Wharekura o Te Rau Aroha,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/te-whare-whai-hua-teenage-parent-centre,Te Whare Whai Hua Teenage Parent Centre,,,,,,,,,http://www.lyttonhigh.net,NZ,,,,,
nz/te-whare-wnanga-o-awanuirangi,Te Whare Wānanga o Awanuiārangi,,,,,,,,,http://www.wananga.ac.nz,NZ,,,,,
nz/te-whata-tau-o-putauaki,Te Whata Tau o Putauaki,,,,,,,,,,NZ,,,,,
nz/te-wnanga-o-aotearoa,Te Wānanga o Aotearoa,,,,,,,,,http://www.twoa.ac.nz/,NZ,,,,,
nz/te-wnanga-o-raukawa,Te Wānanga o Raukawa,,,,,,,,,http://www.twor.ac.nz,NZ,,,,,
nz/thames-coromandel-district-council,Thames-Coromandel District Council,,,,,,,,,http://www.tcdc.govt.nz,NZ,,,,district_council,
nz/the-bridge-academy,The Bridge Academy,,,,,,,,,http://www.thebridgeacademy.co.nz,NZ,,,,,
nz/the-new-zealand-institute-for-plant-and-food-research-limited,The New Zealand Institute for Plant and Food Research Limited,,,,,,,,,http://www.plantandfood.com/,NZ,,,,,
nz/the-treasury,The Treasury,,,,,,,,,http://www.treasury.govt.nz,NZ,,,,popular_agency,
nz/timaru-district-council,Timaru District Council,,,,,,,,,http://www.timaru.govt.nz,NZ,,,,district_council,
nz/timberlands-west-coast-limited,Timberlands West Coast Limited,,,,,,,,,http://www.timberlands.co.nz/,NZ,,,,,
nz/tkkm-o-harataunga,TKKM o Harataunga,,,,,,,,,,NZ,,,,,
nz/tkkm-o-hurungaterangi,TKKM o Hurungaterangi,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-kaikohe,TKKM o Kaikohe,,,,,,,,,http://www.kurakaikohe.co.nz,NZ,,,,,
nz/tkkm-o-kawakawa-mai-tawhiti,TKKM o Kawakawa mai Tawhiti,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-manawatu,TKKM o Manawatu,,,,,,,,,,NZ,,,,,
nz/tkkm-o-mangere,TKKM o Mangere,,,,,,,,,,NZ,,,,,
nz/tkkm-o-nga-maungarongo,TKKM o Nga Maungarongo,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-ngaringaomatariki,TKKM o Ngaringaomatariki,,,,,,,,,http://www.bigfrog.co.nz,NZ,,,,,
nz/tkkm-o-ngati-kahungunu-ki-heretaunga,TKKM o Ngati Kahungunu Ki Heretaunga,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-ngati-ruanui,TKKM o Ngati Ruanui,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-tapere-nui-a-whatonga,TKKM o Tapere-Nui-A-Whatonga,,,,,,,,,http://www.clear.net.nz,NZ,,,,,
nz/tkkm-o-te-ara-hou,TKKM o Te Ara Hou,,,,,,,,,,NZ,,,,,
nz/tkkm-o-te-ara-rima,TKKM o Te Ara Rima,,,,,,,,,,NZ,,,,,
nz/tkkm-o-te-hiringa,TKKM o Te Hiringa,,,,,,,,,,NZ,,,,,
nz/tkkm-o-te-kotuku,TKKM o Te Kotuku,,,,,,,,,,NZ,,,,,
nz/tkkm-o-te-koutu,TKKM o Te Koutu,,,,,,,,,http://www.tekoutu.com/,NZ,,,,,
nz/tkkm-o-te-kura-kokiri,TKKM o Te Kura Kokiri,,,,,,,,,http://wwwkurakokiri.maori.nz,NZ,,,,,
nz/tkkm-o-te-rawhiti-roa,TKKM o Te Rawhiti Roa,,,,,,,,,,NZ,,,,,
nz/tkkm-o-te-rito,TKKM o Te Rito,,,,,,,,,,NZ,,,,,
nz/tkkm-o-te-tonga-o-hokianga,TKKM o Te Tonga o Hokianga,,,,,,,,,http://www.kurahokianga.co.nz,NZ,,,,,
nz/tkkm-o-te-waiu-o-ngati-porou,TKKM o Te Waiu o Ngati Porou,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-tupoho,TKKM o Tupoho,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-waioweka,TKKM o Waioweka,,,,,,,,,http://www.ihug.co.nz,NZ,,,,,
nz/tkkm-o-wairarapa,TKKM o Wairarapa,,,,,,,,,,NZ,,,,,
nz/tkkm-o-waitaha,TKKM o Waitaha,,,,,,,,,http://www.whakapumau.ac.nz,NZ,,,,,
nz/tkkm-o-waiuku,TKKM o Waiuku,,,,,,,,,http://www.ps.gen.nz,NZ,,,,,
nz/tkkm-o-whakawatea,TKKM o Whakawatea,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tkkm-o-whangaroa,TKKM o Whangaroa,,,,,,,,,http://www.whangaroakkm.co.nz,NZ,,,,,
nz/tkk-o-te-wananga-whare-tapere-o-takitimu,TKK o Te Wananga Whare Tapere o Takitimu,,,,,,,,,http://www.xtra.co.nz,NZ,,,,,
nz/tmp,Te Reo Whakapuaki Irirangi (Maori Broadcasting Funding Agency),TMP,,,,,,,,http://www.tmp.govt.nz/,NZ,,,,,
nz/topnz,Open Polytechnic of New Zealand,TOPNZ,,,,,,,,http://www.openpolytechnic.ac.nz,NZ,,,,,
nz/tpk,Ministry of Māori Development,TPK,,,,,,,,http://www.tpk.govt.nz,NZ,,,,ministry,
nz/transpower-new-zealand-limited,Transpower New Zealand Limited,,,,,,,,,http://www.transpower.co.nz/,NZ,,,,,
nz/transwaste-canterbury-ltd,Transwaste Canterbury Ltd,,,,,,,,,http://www.cws.co.nz,NZ,,,,,
nz/tuam-ltd,Tuam Ltd,,,,,,,,,http://www.ccc.govt.nz,NZ,,,,,
nz/tvnz,Television New Zealand Limited,TVNZ,,,,,,,,http://www.tvnz.co.nz/,NZ,,,,,
nz/unitec-institute-of-technology,Unitec Institute of Technology,,,,,,,,,http://www.unitec.ac.nz,NZ,,,,,
nz/university-of-auckland,University of Auckland,,,,,,,,,http://www.auckland.ac.nz,NZ,,,,university,
nz/university-of-canterbury,University of Canterbury,,,,,,,,,http://www.canterbury.ac.nz,NZ,,,,university,
nz/university-of-otago,University of Otago,,,,,,,,,http://www.otago.ac.nz,NZ,,,,university,
