n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
"IN-GEO Vito";DRIVECO;"IN-GEO Vito";FR*G26*PINGEOVITO20290*1;"IN-GEO Vito";"Relais Benista Carburants, Seruta 20166 porticcio";2A085;8.823670;41.907501;2;FR*G26*E10330*P1;3.68;EF;Gratuit;"24/24 7/7 jours";;2020/12/15
"IN-GEO Vito";DRIVECO;"IN-GEO Vito";FR*G26*PINGEOVITO20290*1;"IN-GEO Vito";"Relais Benista Carburants, Seruta 20166 porticcio";2A085;8.823670;41.907501;2;FR*G26*E10330*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Novotel Noyelles";DRIVECO;"Novotel Noyelles";FR*SSD*PNOVOTEL62950*1;"Novotel Noyelles";"Avenue de la République 62950 Noyelles-Godault";62624;2.979690;50.414902;2;FR*SSD*E10331*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Novotel Noyelles";DRIVECO;"Novotel Noyelles";FR*SSD*PNOVOTEL62950*1;"Novotel Noyelles";"Avenue de la République 62950 Noyelles-Godault";62624;2.979690;50.414902;2;FR*SSD*E10331*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Briançon";DRIVECO;"Kia Briançon";FR*G42*PKIABRIANCON05100*1;"Kia Briançon";"Centre d'Activités Sud, Z.I. Les Preyts 05100 Briançon";05023;6.625630;44.884602;1;FR*G42*E19317906*P1;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"ASL AREA Englos";DRIVECO;"ASL AREA Englos";FR*SSD*PASLAREAENGLOS59320*1;"ASL AREA Englos";"Impasse de la Bertha 59320 Englos";59195;2.962170;50.624699;2;FR*SSD*E10335*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"ASL AREA Englos";DRIVECO;"ASL AREA Englos";FR*SSD*PASLAREAENGLOS59320*1;"ASL AREA Englos";"Impasse de la Bertha 59320 Englos";59195;2.962170;50.624699;2;FR*SSD*E10335*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"McDonald's Decazeville";DRIVECO;"McDonald's Decazeville";FR*G22*PMCDONALDSDECAZEVILLE12300*1;"McDonald's Decazeville";"Avenue du 10 août ZI du Centre 12300 Decazeville";12089;2.256530;44.559799;2;FR*G22*E10340*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"McDonald's Decazeville";DRIVECO;"McDonald's Decazeville";FR*G22*PMCDONALDSDECAZEVILLE12300*1;"McDonald's Decazeville";"Avenue du 10 août ZI du Centre 12300 Decazeville";12089;2.256530;44.559799;2;FR*G22*E10340*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"McDonald's Luc la Primaube";DRIVECO;"McDonald's Luc la Primaube";FR*G22*PMCDONALDSLUC12450*1;"McDonald's Luc la Primaube";"8 rue de l'Aqueduc Romain 12450 Luc-la-Primaube";12133;2.558640;44.314098;2;FR*G22*E10341*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"McDonald's Luc la Primaube";DRIVECO;"McDonald's Luc la Primaube";FR*G22*PMCDONALDSLUC12450*1;"McDonald's Luc la Primaube";"8 rue de l'Aqueduc Romain 12450 Luc-la-Primaube";12133;2.558640;44.314098;2;FR*G22*E10341*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"GAMM VERT ESTAIRES";DRIVECO;"GAMM VERT ESTAIRES";FR*SSD*PGAMMVERTESTAIRES59940*1;"GAMM VERT ESTAIRES";"DOM du Parc des Joubardes, Rue Jacqueminemars 59940 Estaires";59212;2.705790;50.645000;2;FR*SSD*E10342*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"GAMM VERT ESTAIRES";DRIVECO;"GAMM VERT ESTAIRES";FR*SSD*PGAMMVERTESTAIRES59940*1;"GAMM VERT ESTAIRES";"DOM du Parc des Joubardes, Rue Jacqueminemars 59940 Estaires";59212;2.705790;50.645000;2;FR*SSD*E10342*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Dunkerque";DRIVECO;"OPEL Dunkerque";FR*G44*PEURAUTOOPEL59640*1;"OPEL Dunkerque";"301 rue de Berlin ZA Les Portes de la Villette 59640 Dunkerque";59183;2.356640;51.016701;6;FR*G44*E10349*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Dunkerque";DRIVECO;"OPEL Dunkerque";FR*G44*PEURAUTOOPEL59640*1;"OPEL Dunkerque";"301 rue de Berlin ZA Les Portes de la Villette 59640 Dunkerque";59183;2.356640;51.016701;6;FR*G44*E10349*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Valenciennes";DRIVECO;"OPEL Valenciennes";FR*G44*PEURAUTOOPEL59880*1;"OPEL Valenciennes";"9006 rue Gabriel Laurette 59880 Saint-Saulve";59544;3.552730;50.383801;6;FR*G44*E10343*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Valenciennes";DRIVECO;"OPEL Valenciennes";FR*G44*PEURAUTOOPEL59880*1;"OPEL Valenciennes";"9006 rue Gabriel Laurette 59880 Saint-Saulve";59544;3.552730;50.383801;6;FR*G44*E10343*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Villeneuve d'Ascq";DRIVECO;"OPEL Villeneuve d'Ascq";FR*G44*PEURAUTOOPEL59650*1;"OPEL Villeneuve d'Ascq";"21 Rue Jules Guesde 59650 Villeneuve-d'Ascq";59009;3.119210;50.637299;6;FR*G44*E10344*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Villeneuve d'Ascq";DRIVECO;"OPEL Villeneuve d'Ascq";FR*G44*PEURAUTOOPEL59650*1;"OPEL Villeneuve d'Ascq";"21 Rue Jules Guesde 59650 Villeneuve-d'Ascq";59009;3.119210;50.637299;6;FR*G44*E10344*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Roncq";DRIVECO;"OPEL Roncq";FR*G44*PEURAUTOOPEL59223*1;"OPEL Roncq";"66 Rue du Dronckaert 59223 RONCQ";59508;3.130560;50.739498;6;FR*G44*E10346*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Roncq";DRIVECO;"OPEL Roncq";FR*G44*PEURAUTOOPEL59223*1;"OPEL Roncq";"66 Rue du Dronckaert 59223 RONCQ";59508;3.130560;50.739498;6;FR*G44*E10346*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Englos";DRIVECO;"OPEL Englos";FR*G44*PEURAUTOOPEL59320*1;"OPEL Englos";"Centre Commercial d'Englos 59320 Lille";59566;2.966400;50.628601;6;FR*G44*E10348*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"OPEL Englos";DRIVECO;"OPEL Englos";FR*G44*PEURAUTOOPEL59320*1;"OPEL Englos";"Centre Commercial d'Englos 59320 Lille";59566;2.966400;50.628601;6;FR*G44*E10348*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Annecy";DRIVECO;"Opel Annecy";FR*G44*PBYMYCAR74000*1;"Opel Annecy";"94 Avenue d'Aix-les-Bains 74000 Annecy";74010;6.105256;45.888382;3;FR*G44*E10359*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Annecy";DRIVECO;"Opel Annecy";FR*G44*PBYMYCAR74000*1;"Opel Annecy";"94 Avenue d'Aix-les-Bains 74000 Annecy";74010;6.105256;45.888382;3;FR*G44*E10359*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Ornex";DRIVECO;"Peugeot Ornex";FR*G44*PBYMYCAR01210*1;"Peugeot Ornex";"1040 rue de Gex 01210 Ornex";01281;6.086860;46.283535;5;FR*G44*E10360*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Ornex";DRIVECO;"Peugeot Ornex";FR*G44*PBYMYCAR01210*1;"Peugeot Ornex";"1040 rue de Gex 01210 Ornex";01281;6.086860;46.283535;5;FR*G44*E10360*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Fontaine";DRIVECO;"Opel Fontaine";FR*G44*PBYMYCAR38600*1;"Opel Fontaine";"43-45 Boulevard Paul Langevin 38600 Fontaine";38169;5.681370;45.190201;5;FR*G44*E10361*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Fontaine";DRIVECO;"Opel Fontaine";FR*G44*PBYMYCAR38600*1;"Opel Fontaine";"43-45 Boulevard Paul Langevin 38600 Fontaine";38169;5.681370;45.190201;5;FR*G44*E10361*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Thonon";DRIVECO;"Peugeot Thonon";FR*G44*PBYMYCAR74200*1;"Peugeot Thonon";"29 rue de l'Europe 74200 Anthy-sur-Léman";74013;6.441782;46.350445;5;FR*G44*E10362*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Thonon";DRIVECO;"Peugeot Thonon";FR*G44*PBYMYCAR74200*1;"Peugeot Thonon";"29 rue de l'Europe 74200 Anthy-sur-Léman";74013;6.441782;46.350445;5;FR*G44*E10362*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Albertville";DRIVECO;"Opel Albertville";FR*G44*PBYMYCAR73200*1;"Opel Albertville";"1 rue Lieutenant Gustave Eysseric 73200 Albertville";73011;6.393230;45.663300;4;FR*G44*E10363*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Albertville";DRIVECO;"Opel Albertville";FR*G44*PBYMYCAR73200*1;"Opel Albertville";"1 rue Lieutenant Gustave Eysseric 73200 Albertville";73011;6.393230;45.663300;4;FR*G44*E10363*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Roanne";DRIVECO;"Peugeot Roanne";FR*G44*PSAGGPEUGEOT42300*1;"Peugeot Roanne";"60 Boulevard Jean-Baptiste Clément 42300 Roanne";42187;4.082662;46.042932;14;FR*G44*E10364*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Roanne";DRIVECO;"Peugeot Roanne";FR*G44*PSAGGPEUGEOT42300*1;"Peugeot Roanne";"60 Boulevard Jean-Baptiste Clément 42300 Roanne";42187;4.082662;46.042932;14;FR*G44*E10364*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Chambery";DRIVECO;"Opel Chambery";FR*G44*PBYMYCAR73000*1;"Opel Chambery";"453 Rue des Epinettes 73000 La Motte-Servolex";73179;5.887400;45.607101;5;FR*G44*E10365*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Chambery";DRIVECO;"Opel Chambery";FR*G44*PBYMYCAR73000*1;"Opel Chambery";"453 Rue des Epinettes 73000 La Motte-Servolex";73179;5.887400;45.607101;5;FR*G44*E10365*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Roanne";DRIVECO;"Peugeot Roanne";FR*G44*PSAGGPEUGEOT42300*1;"Peugeot Roanne";"60 Boulevard Jean-Baptiste Clément 42300 Roanne";42187;4.082662;46.042932;14;FR*G44*E10366*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Roanne";DRIVECO;"Peugeot Roanne";FR*G44*PSAGGPEUGEOT42300*1;"Peugeot Roanne";"60 Boulevard Jean-Baptiste Clément 42300 Roanne";42187;4.082662;46.042932;14;FR*G44*E10366*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Voiron";DRIVECO;"Opel Voiron";FR*G44*PBYMYCAR38500*1;"Opel Voiron";"Rue Louis Armand 38500 Voiron";38563;5.578610;45.382301;3;FR*G44*E10367*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Voiron";DRIVECO;"Opel Voiron";FR*G44*PBYMYCAR38500*1;"Opel Voiron";"Rue Louis Armand 38500 Voiron";38563;5.578610;45.382301;3;FR*G44*E10367*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Annemasse";DRIVECO;"Peugeot Annemasse";FR*G44*PBYMYCAR74100*1;"Peugeot Annemasse";"57 route de Thonon 74100 Annemasse";74012;6.256640;46.194099;5;FR*G44*E10358*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Annemasse";DRIVECO;"Peugeot Annemasse";FR*G44*PBYMYCAR74100*1;"Peugeot Annemasse";"57 route de Thonon 74100 Annemasse";74012;6.256640;46.194099;5;FR*G44*E10358*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Calais";DRIVECO;"Opel Calais";FR*G44*PEUROPAUTOOPEL62100*1;"Opel Calais";"40 rue de Lille 62100 Calais";62193;1.860180;50.937599;5;FR*G44*E10368*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Opel Calais";DRIVECO;"Opel Calais";FR*G44*PEUROPAUTOOPEL62100*1;"Opel Calais";"40 rue de Lille 62100 Calais";62193;1.860180;50.937599;5;FR*G44*E10368*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Opel Boulogne-sur-Mer";DRIVECO;"Opel Boulogne-sur-Mer";FR*G44*PEUROPAUTOOPEL62360*1;"Opel Boulogne-sur-Mer";"111 Boulevard de la Liane, ZI de la liane 62360 Boulogne-sur-Mer";62755;1.608660;50.695599;5;FR*G44*E10369*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Opel Boulogne-sur-Mer";DRIVECO;"Opel Boulogne-sur-Mer";FR*G44*PEUROPAUTOOPEL62360*1;"Opel Boulogne-sur-Mer";"111 Boulevard de la Liane, ZI de la liane 62360 Boulogne-sur-Mer";62755;1.608660;50.695599;5;FR*G44*E10369*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"OPEL Villeneuve d'Ascq";DRIVECO;"OPEL Villeneuve d'Ascq";FR*G44*PEURAUTOOPEL59650*1;"OPEL Villeneuve d'Ascq";"21 Rue Jules Guesde 59650 Villeneuve-d'Ascq";59009;3.119210;50.637299;6;FR*G44*E19694304*P1;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10410*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10410*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10411*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10411*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10412*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10412*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10413*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Bouvines";DRIVECO;"Aventim Bouvines";FR*SSD*PAVENTIM59830*1;"Aventim Bouvines";"1424 rue Félix Dehau 59830 Bouvines";59106;3.199466;50.574045;12;FR*SSD*E10413*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Aulnoy";DRIVECO;"Aventim Aulnoy";FR*SSD*PAVENTIM59300*1;"Aventim Aulnoy";"30 Chemin des Bourgeois 59300 Aulnoy-Lez-Valenciennes";59032;3.510402;50.332877;4;FR*SSD*E10414*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Aulnoy";DRIVECO;"Aventim Aulnoy";FR*SSD*PAVENTIM59300*1;"Aventim Aulnoy";"30 Chemin des Bourgeois 59300 Aulnoy-Lez-Valenciennes";59032;3.510402;50.332877;4;FR*SSD*E10414*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Aulnoy";DRIVECO;"Aventim Aulnoy";FR*SSD*PAVENTIM59300*1;"Aventim Aulnoy";"30 Chemin des Bourgeois 59300 Aulnoy-Lez-Valenciennes";59032;3.510402;50.332877;4;FR*SSD*E10415*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim Aulnoy";DRIVECO;"Aventim Aulnoy";FR*SSD*PAVENTIM59300*1;"Aventim Aulnoy";"30 Chemin des Bourgeois 59300 Aulnoy-Lez-Valenciennes";59032;3.510402;50.332877;4;FR*SSD*E10415*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"CC Sud Corse - Stade Claude Papi";DRIVECO;"CC Sud Corse - Stade Claude Papi";FR*CSC*PCCSUDCORSE20137*1;"CC Sud Corse - Stade Claude Papi";"Stade Claude Papi Avenue de Bastia 20137 Porto-Vecchio";2A247;9.275828;41.599468;2;FR*CSC*ELQRK1B*P1;22.08;"EF, T2";Payant;"24/24 7/7 jours";;2020/12/15
"CC Sud Corse - Stade Claude Papi";DRIVECO;"CC Sud Corse - Stade Claude Papi";FR*CSC*PCCSUDCORSE20137*1;"CC Sud Corse - Stade Claude Papi";"Stade Claude Papi Avenue de Bastia 20137 Porto-Vecchio";2A247;9.275828;41.599468;2;FR*CSC*ELQRK1*P1;22.08;"EF, T2";Payant;"24/24 7/7 jours";;2020/12/15
"Volvo Dechy";DRIVECO;"Volvo Dechy";FR*G46*PLEMPEREURVOLVO59187*1;"Volvo Dechy";"ZAC du Luc Rue Barack Obama 59187 Dechy";59170;3.120529;50.344399;5;FR*G46*E10350*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Dechy";DRIVECO;"Volvo Dechy";FR*G46*PLEMPEREURVOLVO59187*1;"Volvo Dechy";"ZAC du Luc Rue Barack Obama 59187 Dechy";59170;3.120529;50.344399;5;FR*G46*E10350*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Courrières";DRIVECO;"Opel Courrières";FR*G44*PLEMPEREUROPEL62710*1;"Opel Courrières";"Espace Valauto, zone du rond-point 62710 Courrières";62250;2.945780;50.442112;5;FR*G44*E10351*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Courrières";DRIVECO;"Opel Courrières";FR*G44*PLEMPEREUROPEL62710*1;"Opel Courrières";"Espace Valauto, zone du rond-point 62710 Courrières";62250;2.945780;50.442112;5;FR*G44*E10351*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Beaurains";DRIVECO;"Opel Beaurains";FR*G44*PLEMPEREUROPEL62217*1;"Opel Beaurains";"Espace Motors Boreal Parc D60 62217 Beaurains";62099;2.796960;50.265598;5;FR*G44*E10352*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Beaurains";DRIVECO;"Opel Beaurains";FR*G44*PLEMPEREUROPEL62217*1;"Opel Beaurains";"Espace Motors Boreal Parc D60 62217 Beaurains";62099;2.796960;50.265598;5;FR*G44*E10352*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Bruay";DRIVECO;"Opel Bruay";FR*G44*PLEMPEREUROPEL62700*1;"Opel Bruay";"Espace Plantaz, Parc de la porte Nord rue Eric Tabarly 62700 Bruay la Bussiere";62178;2.573611;50.492916;5;FR*G44*E10353*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Bruay";DRIVECO;"Opel Bruay";FR*G44*PLEMPEREUROPEL62700*1;"Opel Bruay";"Espace Plantaz, Parc de la porte Nord rue Eric Tabarly 62700 Bruay la Bussiere";62178;2.573611;50.492916;5;FR*G44*E10353*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Beuvry";DRIVECO;"Opel Beuvry";FR*G44*PLEMPEREUROPEL62660*1;"Opel Beuvry";"Espace Plantaz, Parc d'Activité du moulin 62660 Beuvry";62126;2.692911;50.513180;6;FR*G44*E10354*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Beuvry";DRIVECO;"Opel Beuvry";FR*G44*PLEMPEREUROPEL62660*1;"Opel Beuvry";"Espace Plantaz, Parc d'Activité du moulin 62660 Beuvry";62126;2.692911;50.513180;6;FR*G44*E10354*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Dechy";DRIVECO;"Opel Dechy";FR*G44*PLEMPEREUROPEL59187*1;"Opel Dechy";"Zone Luc rue Barack Obama 59187 Dechy";59170;3.119406;50.343369;6;FR*G44*E10355*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Dechy";DRIVECO;"Opel Dechy";FR*G44*PLEMPEREUROPEL59187*1;"Opel Dechy";"Zone Luc rue Barack Obama 59187 Dechy";59170;3.119406;50.343369;6;FR*G44*E10355*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Siège Groupe Lempereur";DRIVECO;"Siège Groupe Lempereur";FR*SSD*PLEMPEREURSIEGE59187*1;"Siège Groupe Lempereur";"Zone Luc rue Barack Obama 59187 Dechy";59170;3.118608;50.343582;4;FR*SSD*E10356*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Siège Groupe Lempereur";DRIVECO;"Siège Groupe Lempereur";FR*SSD*PLEMPEREURSIEGE59187*1;"Siège Groupe Lempereur";"Zone Luc rue Barack Obama 59187 Dechy";59170;3.118608;50.343582;4;FR*SSD*E10356*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Dunkerque";DRIVECO;"Peugeot Dunkerque";FR*G44*PSOFIDAPEUGEOT59210*2;"Peugeot Dunkerque";"5 Route de Bergues 59210 Coudekerque-Branche";59155;2.375140;51.021000;6;FR*G44*E10376*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Dunkerque";DRIVECO;"Peugeot Dunkerque";FR*G44*PSOFIDAPEUGEOT59210*2;"Peugeot Dunkerque";"5 Route de Bergues 59210 Coudekerque-Branche";59155;2.375140;51.021000;6;FR*G44*E10376*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Dunkerque";DRIVECO;"Peugeot Dunkerque";FR*G44*PSOFIDAPEUGEOT59210*2;"Peugeot Dunkerque";"5 Route de Bergues 59210 Coudekerque-Branche";59155;2.375140;51.021000;6;FR*G44*E10377*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Dunkerque";DRIVECO;"Peugeot Dunkerque";FR*G44*PSOFIDAPEUGEOT59210*2;"Peugeot Dunkerque";"5 Route de Bergues 59210 Coudekerque-Branche";59155;2.375140;51.021000;6;FR*G44*E10377*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Citroën Saint Omer";DRIVECO;"Citroën Saint Omer";FR*G44*PSOFIDACITROEN62500*1;"Citroën Saint Omer";"Route de Calais 62500 Saint-Martin-Lez-Tatinghem";62757;2.229362;50.759285;5;FR*G44*E10379*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Citroën Saint Omer";DRIVECO;"Citroën Saint Omer";FR*G44*PSOFIDACITROEN62500*1;"Citroën Saint Omer";"Route de Calais 62500 Saint-Martin-Lez-Tatinghem";62757;2.229362;50.759285;5;FR*G44*E10379*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Saint Omer";DRIVECO;"Peugeot Saint Omer";FR*G44*PSOFIDAPEUGEOT62219*1;"Peugeot Saint Omer";"Avenue Gustave Courbet 62219 Longuenesse";62525;2.267395;50.745316;5;FR*G44*E10385*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Peugeot Saint Omer";DRIVECO;"Peugeot Saint Omer";FR*G44*PSOFIDAPEUGEOT62219*1;"Peugeot Saint Omer";"Avenue Gustave Courbet 62219 Longuenesse";62525;2.267395;50.745316;5;FR*G44*E10385*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"DS Saint Omer";DRIVECO;"DS Saint Omer";FR*G44*PSOFIDADS62500*1;"DS Saint Omer";"Avenue Gustave Courbet 62500 Longuenesse";62525;2.268046;50.744915;6;FR*G44*E10386*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"DS Saint Omer";DRIVECO;"DS Saint Omer";FR*G44*PSOFIDADS62500*1;"DS Saint Omer";"Avenue Gustave Courbet 62500 Longuenesse";62525;2.268046;50.744915;6;FR*G44*E10386*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"DS Saint Omer";DRIVECO;"DS Saint Omer";FR*G44*PSOFIDADS62500*1;"DS Saint Omer";"Avenue Gustave Courbet 62500 Longuenesse";62525;2.268046;50.744915;6;FR*G44*E10387*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"DS Saint Omer";DRIVECO;"DS Saint Omer";FR*G44*PSOFIDADS62500*1;"DS Saint Omer";"Avenue Gustave Courbet 62500 Longuenesse";62525;2.268046;50.744915;6;FR*G44*E10387*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"DS Saint Omer";DRIVECO;"DS Saint Omer";FR*G44*PSOFIDADS62500*1;"DS Saint Omer";"Avenue Gustave Courbet 62500 Longuenesse";62525;2.268046;50.744915;6;FR*G44*E10388*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"DS Saint Omer";DRIVECO;"DS Saint Omer";FR*G44*PSOFIDADS62500*1;"DS Saint Omer";"Avenue Gustave Courbet 62500 Longuenesse";62525;2.268046;50.744915;6;FR*G44*E10388*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"DS Dunkerque";DRIVECO;"DS Dunkerque";FR*G44*PSOFIDADS59210*1;"DS Dunkerque";"5 Route de Bergues 59210 Coudekerque-Branche";59155;2.374950;51.021099;6;FR*G44*E10390*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
