Classement;Quartier;Date;Année;Occupancy rate;Average Price;RevPAR;Source
All;Rogier/Botanique;01-07-15;2015;0,626108794;77,99136045;48,83107662;Mkg
All;Midi-Lemonnier;01-07-15;2015;0,754444993;70,63704349;53,2917638;Mkg
3 stars;All;01-08-15;2015;0,734934696;67,60579613;49,68584522;Mkg
4 stars;All;01-08-15;2015;0,70004858;78,960251;55,27601163;Mkg
5 stars;All;01-08-15;2015;0,699704391;107,2479597;75,04186835;Mkg
All;All;01-08-15;2015;0,715434892;76,75199507;54,91105529;Mkg
All;Autour du Ring;01-08-15;2015;0,56693079;66,27763884;37,57483416;Mkg
All;Brussels Airport;01-08-15;2015;0,701527628;75,34217288;52,85461582;Mkg
All;Grand Place & environs;01-08-15;2015;0,849734978;80,57232401;68,465122;Mkg
All;Quartier Louise;01-08-15;2015;0,71993391;83,28029106;59,95630557;Mkg
All;Quartier Européen;01-08-15;2015;0,613021839;79,17413026;48,53547096;Mkg
All;Rogier/Botanique;01-08-15;2015;0,619186329;73,94415138;45,78520763;Mkg
All;Midi-Lemonnier;01-08-15;2015;0,780775509;66,2739746;51,74509625;Mkg
3 stars;All;01-09-15;2015;0,8565675;105,8486484;90,66651213;Mkg
4 stars;All;01-09-15;2015;0,827409552;132,4705901;109,6074315;Mkg
5 stars;All;01-09-15;2015;0,801030294;164,2275267;131,5512241;Mkg
All;All;01-09-15;2015;0,83704707;124,546584;104,2513532;Mkg
All;Autour du Ring;01-09-15;2015;0,749963721;96,26270801;72,19353867;Mkg
All;Brussels Airport;01-09-15;2015;0,820169285;120,9211592;99,17582071;Mkg
All;Grand Place & environs;01-09-15;2015;0,881128897;131,1116751;115,5262857;Mkg
All;Quartier Louise;01-09-15;2015;0,837301746;124,7955579;104,4915385;Mkg
All;Quartier Européen;01-09-15;2015;0,809274495;149,0564197;120,6275588;Mkg
All;Rogier/Botanique;01-09-15;2015;0,810056238;116,7317019;94,55924334;Mkg
All;Midi-Lemonnier;01-09-15;2015;0,887283145;106,7087357;94,68086265;Mkg
3 stars;All;01-10-15;2015;0,857821288;100,8187451;86,4844658;Mkg
4 stars;All;01-10-15;2015;0,806526884;125,2669586;101,0311698;Mkg
5 stars;All;01-10-15;2015;0,782135176;159,8784695;125,0465748;Mkg
All;All;01-10-15;2015;0,824834347;118,2057426;97,50015647;Mkg
All;Autour du Ring;01-10-15;2015;0,728577459;97,0819776;70,73174054;Mkg
All;Brussels Airport;01-10-15;2015;0,778702257;117,3936349;91,41468847;Mkg
All;Grand Place & environs;01-10-15;2015;0,859178264;123,93114;106,4789417;Mkg
All;Quartier Louise;01-10-15;2015;0,809097068;122,7949022;99,35299526;Mkg
All;Quartier Européen;01-10-15;2015;0,810982206;139,6765731;113,2752154;Mkg
All;Rogier/Botanique;01-10-15;2015;0,838437658;107,6885207;90,29011107;Mkg
All;Midi-Lemonnier;01-10-15;2015;0,88303662;98,97215084;87,39603358;Mkg
3 stars;All;01-11-15;2015;0,652544463;91,43099498;59,66278952;Mkg
4 stars;All;01-11-15;2015;0,615831071;120,8725585;74,43707713;Mkg
5 stars;All;01-11-15;2015;0,575013019;156,3104602;89,88054964;Mkg
All;All;01-11-15;2015;0,62810253;111,8251661;70,23766974;Mkg
All;Autour du Ring;01-11-15;2015;0,574583635;88,59476623;50,90510282;Mkg
All;Brussels Airport;01-11-15;2015;0,629897979;112,4010525;70,80119585;Mkg
All;Grand Place & environs;01-11-15;2015;0,625284094;113,5644779;71,01006163;Mkg
All;Quartier Louise;01-11-15;2015;0,62343213;112,504147;70,1387;Mkg
All;Quartier Européen;01-11-15;2015;0,641711333;140,9964516;90,47902094;Mkg
All;Rogier/Botanique;01-11-15;2015;0,609373786;102,6680489;62,56321766;Mkg
All;Midi-Lemonnier;01-11-15;2015;0,686920929;93,0559102;63,92205229;Mkg
3 stars;All;01-12-15;2015;0,560033647;88,83712188;49,75177739;Mkg
4 stars;All;01-12-15;2015;0,49253298;108,696413;53,5365682;Mkg
5 stars;All;01-12-15;2015;0,519372994;142,0412189;73,77237313;Mkg
All;All;01-12-15;2015;0,522339201;103,1374907;53,87275454;Mkg
All;Autour du Ring;01-12-15;2015;0,478553967;96,31177399;46,09038151;Mkg
All;Brussels Airport;01-12-15;2015;0,536666628;100,8183639;54,10585144;Mkg
All;Grand Place & environs;01-12-15;2015;0,561466336;104,5944074;58,72623866;Mkg
All;Quartier Louise;01-12-15;2015;0,500745437;105,6899743;52,92377243;Mkg
All;Quartier Européen;01-12-15;2015;0,528909368;128,934275;68,19454588;Mkg
All;Rogier/Botanique;01-12-15;2015;0,468321338;92,91474638;43,5139583;Mkg
All;Midi-Lemonnier;01-12-15;2015;0,549712635;88,28753662;48,53277438;Mkg
3 stars;All;01-01-16;2016;0,596132349;83,5115591;49,78394188;Mkg
4 stars;All;01-01-16;2016;0,542566619;114,8071499;62,29052713;Mkg
5 stars;All;01-01-16;2016;0,510851878;141,6207402;72,34722114;Mkg
All;All;01-01-16;2016;0,561021635;103,8284342;58,24999784;Mkg
All;Autour du Ring;01-01-16;2016;0,528263465;87,20212548;46,06569693;Mkg
All;Brussels Airport;01-01-16;2016;0,594484784;114,9792599;68,35342044;Mkg
All;Grand Place & environs;01-01-16;2016;0,594189961;96,31138653;57,22725906;Mkg
All;Quartier Louise;01-01-16;2016;0,57042481;105,1104793;59,95762518;Mkg
All;Quartier Européen;01-01-16;2016;0,558183461;133,3911395;74,45672785;Mkg
All;Rogier/Botanique;01-01-16;2016;0,493233376;94,56766132;46,64392681;Mkg
All;Midi-Lemonnier;01-01-16;2016;0,544407844;82,52997512;44,92996583;Mkg
3 stars;All;01-02-16;2016;0,66202936;89,73141802;59,40483327;Mkg
4 stars;All;01-02-16;2016;0,60383753;119,4704881;72,14076443;Mkg
5 stars;All;01-02-16;2016;0,62767496;154,5980942;97,03735262;Mkg
All;All;01-02-16;2016;0,629305914;110,6549387;69,63580733;Mkg
All;Autour du Ring;01-02-16;2016;0,596255874;92,50130418;55,15444596;Mkg
All;Brussels Airport;01-02-16;2016;0,634624157;120,5851456;76,52624639;Mkg
All;Grand Place & environs;01-02-16;2016;0,687984921;103,2598184;71,041198;Mkg
All;Quartier Louise;01-02-16;2016;0,593317886;115,1240719;68,30517098;Mkg
All;Quartier Européen;01-02-16;2016;0,650715622;141,7455475;92,23604211;Mkg
All;Rogier/Botanique;01-02-16;2016;0,575028597;99,86183475;57,42341075;Mkg
All;Midi-Lemonnier;01-02-16;2016;0,625991954;87,0522612;54,49401506;Mkg
3 stars;All;01-03-16;2016;0,627308609;99,16570996;62,20750354;Mkg
4 stars;All;01-03-16;2016;0,573347609;129,0986801;74,01841952;Mkg
5 stars;All;01-03-16;2016;0,53293975;169,0526277;90,09486511;Mkg
All;All;01-03-16;2016;0,589964768;120,2624801;70,95062621;Mkg
All;Autour du Ring;01-03-16;2016;0,559057354;93,84457339;52,46449886;Mkg
All;Brussels Airport;01-03-16;2016;0,587017506;122,9782721;72,19039866;Mkg
All;Grand Place & environs;01-03-16;2016;0,626538047;123,9534912;77,66157833;Mkg
All;Quartier Louise;01-03-16;2016;0,577595552;121,5077191;70,18231808;Mkg
All;Quartier Européen;01-03-16;2016;0,62244563;145,1302459;90,33568732;Mkg
All;Rogier/Botanique;01-03-16;2016;0,541687366;110,0084415;59,59018295;Mkg
All;Midi-Lemonnier;01-03-16;2016;0,599089153;98,96934635;59,29146184;Mkg
3 stars;All;01-04-16;2016;0,603313029;107,6456941;64,94404973;Mkg
4 stars;All;01-04-16;2016;0,493351669;139,8949978;69,0174307;Mkg
5 stars;All;01-04-16;2016;0,51259112;168,3188245;86,27873473;Mkg
All;All;01-04-16;2016;0,536642669;128,289496;68,84561747;Mkg
All;Autour du Ring;01-04-16;2016;0,621326803;91,8975636;57,09841941;Mkg
All;Brussels Airport;01-04-16;2016;0,528008337;112,3263589;59,30925397;Mkg
All;Grand Place & environs;01-04-16;2016;0,552045715;139,9187713;77,24155818;Mkg
All;Quartier Louise;01-04-16;2016;0,534480269;129,3799169;69,15101275;Mkg
All;Quartier Européen;01-04-16;2016;0,50932166;156,4640027;79,69050554;Mkg
All;Rogier/Botanique;01-04-16;2016;0,50626933;128,910618;65,26349218;Mkg
All;Midi-Lemonnier;01-04-16;2016;0,614065119;106,0582514;65,12667273;Mkg
3 stars;All;01-05-16;2016;0,63923112;87,30624342;55,80886778;Mkg
4 stars;All;01-05-16;2016;0,555210861;111,6491023;61,9887942;Mkg
5 stars;All;01-05-16;2016;0,539554822;144,9917831;78,23101575;Mkg
All;All;01-05-16;2016;0,588006142;103,9516252;61,12419415;Mkg
All;Autour du Ring;01-05-16;2016;0,580910783;86,73107359;50,3830159;Mkg
All;Brussels Airport;01-05-16;2016;0,636903;102,5885339;65,33894497;Mkg
All;Grand Place & environs;01-05-16;2016;0,610239671;108,8231948;66,40823051;Mkg
All;Quartier Louise;01-05-16;2016;0,595147429;100,018836;59,52595305;Mkg
All;Quartier Européen;01-05-16;2016;0,543454816;134,0125021;72,82973968;Mkg
All;Rogier/Botanique;01-05-16;2016;0,51525354;95,55787478;49,23653326;Mkg
All;Midi-Lemonnier;01-05-16;2016;0,668162364;88,00401539;58,80097094;Mkg
3 stars;All;01-06-16;2016;0,698370165;92,49123108;64,59311634;Mkg
4 stars;All;01-06-16;2016;0,640918988;118,7774036;76,12669328;Mkg
5 stars;All;01-06-16;2016;0,596150199;159,0011691;94,78857861;Mkg
All;All;01-06-16;2016;0,661590389;111,1632083;73,5445102;Mkg
All;Autour du Ring;01-06-16;2016;0,649397052;92,35106029;59,97250633;Mkg
All;Brussels Airport;01-06-16;2016;0,7096234;110,1990879;78,19985149;Mkg
All;Grand Place & environs;01-06-16;2016;0,657048891;113,4681535;74,55412445;Mkg
All;Quartier Louise;01-06-16;2016;0,678138896;110,2378479;74,75657243;Mkg
All;Quartier Européen;01-06-16;2016;0,656837286;143,2048818;94,06230596;Mkg
All;Rogier/Botanique;01-06-16;2016;0,605635378;101,1661876;61,26982222;Mkg
All;Midi-Lemonnier;01-06-16;2016;0,691651802;92,79520452;64,18197039;Mkg
3 stars;All;01-07-16;2016;0,589411874;69,48629851;40,95604942;Mkg
4 stars;All;01-07-16;2016;0,546126647;87,85285061;47,97878277;Mkg
5 stars;All;01-07-16;2016;0,504020526;124,021899;62,50958283;Mkg
All;All;01-07-16;2016;0,565137201;82,9905426;46,90104299;Mkg
All;Autour du Ring;01-07-16;2016;0,585154403;70,89761112;41,48604929;Mkg
All;Brussels Airport;01-07-16;2016;0,656538375;79,24060931;52,02450087;Mkg
All;Grand Place & environs;01-07-16;2016;0,569927004;88,28905864;50,31831868;Mkg
All;Quartier Louise;01-07-16;2016;0,586950821;87,36394007;51,27833633;Mkg
All;Quartier Européen;01-07-16;2016;0,498038757;101,7725066;50,68665262;Mkg
All;Rogier/Botanique;01-07-16;2016;0,462856594;75,39189306;34,89563482;Mkg
All;Midi-Lemonnier;01-07-16;2016;0,675822583;71,18998284;48,11179809;Mkg
3 stars;All;01-08-16;2016;0,556548576;65,00838031;36,18032148;Mkg
4 stars;All;01-08-16;2016;0,473122267;82,95883199;39,24967065;Mkg
5 stars;All;01-08-16;2016;0,413087651;112,5422023;46,48979403;Mkg
All;All;01-08-16;2016;0,50595756;76,98191903;38,94958392;Mkg
All;Autour du Ring;01-08-16;2016;0,536114302;79,26354761;42,49432151;Mkg
All;Brussels Airport;01-08-16;2016;0,604343866;76,52178088;46,24546887;Mkg
All;Grand Place & environs;01-08-16;2016;0,562302354;81,05968795;45,58005336;Mkg
All;Quartier Louise;01-08-16;2016;0,526183265;73,25019376;38,54302613;Mkg
All;Quartier Européen;01-08-16;2016;0,391134137;84,43422368;33,02510722;Mkg
All;Rogier/Botanique;01-08-16;2016;0,374379722;73,18839155;27,40024968;Mkg
All;Midi-Lemonnier;01-08-16;2016;0,594605387;71,1295714;42,29402636;Mkg
3 stars;All;01-09-16;2016;0,727814877;92,05004957;66,99539548;Mkg
4 stars;All;01-09-16;2016;0,641794016;117,0841916;75,14393348;Mkg
5 stars;All;01-09-16;2016;0,58439928;157,4119695;91,99144163;Mkg
All;All;01-09-16;2016;0,669248778;109,862981;73,5256658;Mkg
All;Autour du Ring;01-09-16;2016;0,675189323;94,86066185;64,04890605;Mkg
All;Brussels Airport;01-09-16;2016;0,69625169;113,6450258;79,12554123;Mkg
All;Grand Place & environs;01-09-16;2016;0,689124056;110,4542937;76,11671084;Mkg
All;Quartier Louise;01-09-16;2016;0,669392037;106,2609199;71,13021363;Mkg
All;Quartier Européen;01-09-16;2016;0,607730137;139,0694462;84,51669356;Mkg
All;Rogier/Botanique;01-09-16;2016;0,637642144;99,96760384;63,74355723;Mkg
All;Midi-Lemonnier;01-09-16;2016;0,729433989;96,06985829;70,07661997;Mkg
3 stars;All;01-10-16;2016;0,746457464;92,60352927;69,12459561;Mkg
4 stars;All;01-10-16;2016;0,670165753;118,5799033;79,46819018;Mkg
5 stars;All;01-10-16;2016;0,645828082;152,6716805;98,59965855;Mkg
All;All;01-10-16;2016;0,697143031;110,7828506;77,23149228;Mkg
All;Autour du Ring;01-10-16;2016;0,692207687;96,57414955;66,84936865;Mkg
All;Brussels Airport;01-10-16;2016;0,673653514;113,760582;76,63521585;Mkg
All;Grand Place & environs;01-10-16;2016;0,762460136;110,9472849;84,59288188;Mkg
All;Quartier Louise;01-10-16;2016;0,71549345;108,282286;77,47526638;Mkg
All;Quartier Européen;01-10-16;2016;0,663640235;140,1581547;93,01459075;Mkg
All;Rogier/Botanique;01-10-16;2016;0,652622723;100,6668151;65,69745095;Mkg
All;Midi-Lemonnier;01-10-16;2016;0,706426132;95,49246094;67,45836984;Mkg
3 stars;All;01-11-16;2016;0,733177644;91,3578204;66,98151148;Mkg
4 stars;All;01-11-16;2016;0,667070055;124,5809904;83,10424813;Mkg
5 stars;All;01-11-16;2016;0,676353748;150,9926092;102,1244171;Mkg
All;All;01-11-16;2016;0,6934174;113,4595851;78,67485057;Mkg
All;Autour du Ring;01-11-16;2016;0,656310354;89,2218718;58,55723822;Mkg
All;Brussels Airport;01-11-16;2016;0,630384267;115,0627935;72,5337748;Mkg
All;Grand Place & environs;01-11-16;2016;0,7492793;114,1644126;85,54103117;Mkg
All;Quartier Louise;01-11-16;2016;0,715193195;112,2507667;80,28098453;Mkg
All;Quartier Européen;01-11-16;2016;0,70593222;147,6444596;104,2269811;Mkg
All;Rogier/Botanique;01-11-16;2016;0,666697331;101,8148629;67,87969734;Mkg
All;Midi-Lemonnier;01-11-16;2016;0,708317338;94,12889757;66,6731302;Mkg
3 stars;All;01-12-16;2016;0,654656175;85,36118341;55,88222582;Mkg
4 stars;All;01-12-16;2016;0,595839601;105,1335998;62,64276214;Mkg
5 stars;All;01-12-16;2016;0,578828724;135,3466656;78,34253776;Mkg
All;All;01-12-16;2016;0,621801309;98,82653598;61,45046942;Mkg
All;Autour du Ring;01-12-16;2016;0,601365077;86,19716119;51,83596246;Mkg
All;Brussels Airport;01-12-16;2016;0,565760555;96,53839388;54,61761532;Mkg
All;Grand Place & environs;01-12-16;2016;0,707900847;102,1539202;72,31484669;Mkg
All;Quartier Louise;01-12-16;2016;0,628538813;97,26408142;61,13425026;Mkg
All;Quartier Européen;01-12-16;2016;0,611096149;118,8553516;72,63204763;Mkg
All;Rogier/Botanique;01-12-16;2016;0,567061573;90,01384808;51,04339429;Mkg
All;Midi-Lemonnier;01-12-16;2016;0,649942408;89,18506802;57,96515787;Mkg
3 stars;All;01-01-17;2017;0,586967357;81,89909301;48,07209417;Mkg
4 stars;All;01-01-17;2017;0,536221986;105,3584306;56,49550694;Mkg
5 stars;All;01-01-17;2017;0,498552281;137,2617254;68,43214636;Mkg
All;All;01-01-17;2017;0,557216293;97,55737116;54,36055676;Mkg
All;Autour du Ring;01-01-17;2017;0,54489315;92,25489711;50,26906151;Mkg
All;Brussels Airport;01-01-17;2017;0,566730099;106,6858213;60,46206611;Mkg
All;Grand Place & environs;01-01-17;2017;0,583080387;97,85529364;57,05750246;Mkg
All;Quartier Louise;01-01-17;2017;0,591324645;94,73663427;56,02010663;Mkg
All;Quartier Européen;01-01-17;2017;0,539133356;110,6489477;59,6545385;Mkg
All;Rogier/Botanique;01-01-17;2017;0,49321272;87,67372121;43,24179451;Mkg
All;Midi-Lemonnier;01-01-17;2017;0,596963844;83,19194982;49,66258615;Mkg
3 stars;All;01-02-17;2017;0,683525723;87,14100978;59,56312174;Mkg
4 stars;All;01-02-17;2017;0,620496439;113,0203763;70,12874109;Mkg
5 stars;All;01-02-17;2017;0,6148229;148,9720783;91,59144513;Mkg
All;All;01-02-17;2017;0,649281703;104,4863833;67,84109689;Mkg
All;Autour du Ring;01-02-17;2017;0,604079403;89,01429756;53,7717037;Mkg
All;Brussels Airport;01-02-17;2017;0,598748289;113,4239159;67,91237551;Mkg
All;Grand Place & environs;01-02-17;2017;0,703714308;100,6965283;70,86158769;Mkg
All;Quartier Louise;01-02-17;2017;0,67802785;107,9790131;73,21277809;Mkg
All;Quartier Européen;01-02-17;2017;0,663182067;129,7326408;86,03636085;Mkg
All;Rogier/Botanique;01-02-17;2017;0,587698129;88,63555449;52,09094953;Mkg
All;Midi-Lemonnier;01-02-17;2017;0,693006608;85,87721494;59,51347742;Mkg
3 stars;All;01-03-17;2017;0,735120808;96,79391841;71,15522348;Mkg
4 stars;All;01-03-17;2017;0,705746003;125,327463;88,44935605;Mkg
5 stars;All;01-03-17;2017;0,642807116;160,4490957;103,1378204;Mkg
All;All;01-03-17;2017;0,714492309;115,2330365;82,33311838;Mkg
All;Autour du Ring;01-03-17;2017;0,672787844;96,29582005;64,78665719;Mkg
All;Brussels Airport;01-03-17;2017;0,669293485;119,8431559;80,21024341;Mkg
All;Grand Place & environs;01-03-17;2017;0,74821263;114,2132123;85,45576795;Mkg
All;Quartier Louise;01-03-17;2017;0,710394002;112,6025697;79,99219005;Mkg
All;Quartier Européen;01-03-17;2017;0,743798118;142,7995325;106,2140235;Mkg
All;Rogier/Botanique;01-03-17;2017;0,693202098;104,297022;72,29891447;Mkg
All;Midi-Lemonnier;01-03-17;2017;0,750309478;97,32969321;73,02739135;Mkg
3 stars;All;01-04-17;2017;0,755497935;99,94506097;75,5082872;Mkg
4 stars;All;01-04-17;2017;0,674335118;124,4400686;83,9143083;Mkg
5 stars;All;01-04-17;2017;0,643082177;159,6907367;102,6942666;Mkg
All;All;01-04-17;2017;0,70511256;116,3965469;82,07266721;Mkg
All;Autour du Ring;01-04-17;2017;0,718975651;89,17563938;64,11511335;Mkg
All;Brussels Airport;01-04-17;2017;0,682579884;110,6247892;75,51025573;Mkg
All;Grand Place & environs;01-04-17;2017;0,762682912;123,5329942;94,21650374;Mkg
All;Quartier Louise;01-04-17;2017;0,70709465;117,3747742;82,99507482;Mkg
All;Quartier Européen;01-04-17;2017;0,65637939;132,7857047;87,1577998;Mkg
All;Rogier/Botanique;01-04-17;2017;0,658410589;110,1800852;72,54373478;Mkg
All;Midi-Lemonnier;01-04-17;2017;0,772886652;105,5093968;81,54680437;Mkg
3 stars;All;01-05-17;2017;0,777355293;91,77564152;71,34228071;Mkg
4 stars;All;01-05-17;2017;0,71455148;116,6457319;83,34938044;Mkg
5 stars;All;01-05-17;2017;0,66974569;156,0721035;104,5286186;Mkg
All;All;01-05-17;2017;0,736503167;109,0467912;80,31330711;Mkg
All;Autour du Ring;01-05-17;2017;0,710327456;97,4988561;69,25611441;Mkg
All;Brussels Airport;01-05-17;2017;0,718833016;109,8548124;78,96726614;Mkg
All;Grand Place & environs;01-05-17;2017;0,756796378;112,0689703;84,81339081;Mkg
All;Quartier Louise;01-05-17;2017;0,744062495;111,8930783;83,25544293;Mkg
All;Quartier Européen;01-05-17;2017;0,712704615;136,7049284;97,43023339;Mkg
All;Rogier/Botanique;01-05-17;2017;0,724364776;94,9125235;68,75128882;Mkg
All;Midi-Lemonnier;01-05-17;2017;0,784578909;91,76473292;71,99667401;Mkg
3 stars;All;01-06-17;2017;0,789782238;94,83255826;74,89707014;Mkg
4 stars;All;01-06-17;2017;0,725828782;123,9378476;89,95765694;Mkg
5 stars;All;01-06-17;2017;0,681690276;161,1810507;109,875555;Mkg
All;All;01-06-17;2017;0,747291706;114,4043741;85,49343988;Mkg
All;Autour du Ring;01-06-17;2017;0,718219983;97,11959317;69,75323258;Mkg
All;Brussels Airport;01-06-17;2017;0,72975102;114,1853351;83,32686477;Mkg
All;Grand Place & environs;01-06-17;2017;0,784664168;117,3050186;92,04504489;Mkg
All;Quartier Louise;01-06-17;2017;0,771382532;112,9381904;87,11854722;Mkg
All;Quartier Européen;01-06-17;2017;0,713820178;146,9250751;104,8780832;Mkg
All;Rogier/Botanique;01-06-17;2017;0,697687724;102,0514033;71,2000113;Mkg
All;Midi-Lemonnier;01-06-17;2017;0,807622314;98,0813494;79,21268636;Mkg
3 stars;All;01-07-17;2017;0,759208604;72,83807036;55,29928973;Mkg
4 stars;All;01-07-17;2017;0,691724689;89,98371617;62,2439581;Mkg
5 stars;All;01-07-17;2017;0,638855837;125,3230276;80,06334777;Mkg
All;All;01-07-17;2017;0,715079349;85,35602061;61,03632769;Mkg
All;Autour du Ring;01-07-17;2017;0,757942634;73,12660806;55,42577395;Mkg
All;Brussels Airport;01-07-17;2017;0,722756335;82,13001724;59,35999024;Mkg
All;Grand Place & environs;01-07-17;2017;0,755295485;89,97062749;67,95440873;Mkg
All;Quartier Louise;01-07-17;2017;0,734337168;87,05217323;63,9256464;Mkg
All;Quartier Européen;01-07-17;2017;0,692851653;105,3334876;72,98048095;Mkg
All;Rogier/Botanique;01-07-17;2017;0,634425807;75,07428046;47,62906098;Mkg
All;Midi-Lemonnier;01-07-17;2017;0,752826979;75,16141167;56,58353848;Mkg
3 stars;All;01-08-17;2017;0,694604021;67,1822628;46,6650699;Mkg
4 stars;All;01-08-17;2017;0,617262317;81,87634522;50,53918253;Mkg
5 stars;All;01-08-17;2017;0,537842963;110,7216862;59,55087976;Mkg
All;All;01-08-17;2017;0,64223535;77,50393249;49,77576519;Mkg
All;Autour du Ring;01-08-17;2017;0,697570488;75,01665696;52,32940603;Mkg
All;Brussels Airport;01-08-17;2017;0,602308462;77,78045601;46,84782687;Mkg
All;Grand Place & environs;01-08-17;2017;0,737110487;82,49483418;60,80780742;Mkg
All;Quartier Louise;01-08-17;2017;0,699466531;77,99511939;54,55497559;Mkg
All;Quartier Européen;01-08-17;2017;0,578320901;83,85228164;48,4935271;Mkg
All;Rogier/Botanique;01-08-17;2017;0,511931624;68,88700681;35,26543726;Mkg
All;Midi-Lemonnier;01-08-17;2017;0,742701372;68,26434762;50,70002462;Mkg
3 stars;All;01-09-17;2017;0,811079524;107,4876461;87,18102887;Mkg
4 stars;All;01-09-17;2017;0,757014713;133,3761169;100,9676829;Mkg
5 stars;All;01-09-17;2017;0,71292836;163,9487049;116,8836814;Mkg
All;All;01-09-17;2017;0,773728616;124,8798761;96,62313364;Mkg
All;Autour du Ring;01-09-17;2017;0,768178002;103,8135315;79,7472712;Mkg
All;Brussels Airport;01-09-17;2017;0,731062951;123,9718105;90,63119772;Mkg
All;Grand Place & environs;01-09-17;2017;0,820683102;129,5819614;106,3457261;Mkg
All;Quartier Louise;01-09-17;2017;0,790913972;123,8121378;97,92474974;Mkg
All;Quartier Européen;01-09-17;2017;0,729631598;155,6933578;113,5987934;Mkg
All;Rogier/Botanique;01-09-17;2017;0,760702935;113,2237263;86,12962089;Mkg
All;Midi-Lemonnier;01-09-17;2017;0,816099071;107,4275249;87,67150327;Mkg
3 stars;All;01-10-17;2017;0,831073942;98,16908521;81,58576866;Mkg
4 stars;All;01-10-17;2017;0,773595616;126,6281549;97,95898552;Mkg
5 stars;All;01-10-17;2017;0,713177934;161,9267191;115,4825629;Mkg
All;All;01-10-17;2017;0,789237425;117,8710407;93,02823666;Mkg
All;Autour du Ring;01-10-17;2017;0,741366702;96,51340421;71,55182417;Mkg
All;Brussels Airport;01-10-17;2017;0,727720797;120,8270125;87,92832985;Mkg
All;Grand Place & environs;01-10-17;2017;0,842698;120,2278837;101,3157971;Mkg
All;Quartier Louise;01-10-17;2017;0,820705385;117,9246752;96,78141596;Mkg
All;Quartier Européen;01-10-17;2017;0,747291782;149,5831951;111,7822923;Mkg
All;Rogier/Botanique;01-10-17;2017;0,791621496;104,0545867;82,37184761;Mkg
All;Midi-Lemonnier;01-10-17;2017;0,81255249;103,1230372;83,79288068;Mkg
